2004,-5248.0,-4973.0,-4579.0,-3980.0,-3490.0,-2926.0,-2118.0,-1622.0,-1095.0,-852.0,-807.0,-612.0,-396.0,-135.0,47.0,220.0,188.0,154.0,413.0,247.0,103.0,-25.0,-2.0,-24.0,-195.0,-250.0,-250.0
2005,-7747.0,-6920.0,-5745.0,-4976.0,-4564.0,-3994.0,-3154.0,-2307.0,-1886.0,-1627.0,-1317.0,-965.0,-628.0,-234.0,-81.0,-39.0,-19.0,121.0,343.0,326.0,32.0,-179.0,-221.0,-250.0,-250.0,-250.0,-250.0
2006,-7234.0,-6526.0,-5832.0,-5116.0,-4800.0,-4295.0,-3564.0,-2803.0,-2611.0,-2331.0,-1809.0,-1463.0,-1335.0,-815.0,-679.0,-470.0,-347.0,-150.0,-4.0,-86.0,-153.0,-210.0,-250.0,-250.0,-250.0,-250.0,-250.0
2007,-7733.0,-7344.0,-6234.0,-5547.0,-5034.0,-4673.0,-3557.0,-2658.0,-2619.0,-2428.0,-2101.0,-1988.0,-1648.0,-1175.0,-900.0,-841.0,-795.0,-681.0,-519.0,-509.0,-695.0,-755.0,-871.0,-751.0,-841.0,-1061.0,-1250.0
2008,-6203.0,-6144.0,-5433.0,-4818.0,-4610.0,-4228.0,-3249.0,-2520.0,-2422.0,-2087.0,-1756.0,-1447.0,-949.0,-502.0,-280.0,-171.0,-16.0,2.0,180.0,134.0,9.0,45.0,79.0,2.0,-58.0,-7.0,32.0
2009,-5670.0,-6493.0,-5832.0,-5243.0,-4439.0,-3987.0,-3155.0,-2792.0,-2388.0,-1742.0,-1495.0,-1120.0,-756.0,-513.0,-248.0,-129.0,-31.0,61.0,214.0,4.0,-100.0,-240.0,-175.0,-19.0,-54.0,-195.0,-250.0
2010,0.0,-6199.0,-5084.0,-4579.0,-3905.0,-3233.0,-2513.0,-1936.0,-1721.0,-1357.0,-1099.0,-949.0,-578.0,-243.0,98.0,238.0,351.0,415.0,474.0,355.0,133.0,-81.0,-136.0,-16.0,62.0,45.0,44.0
2011,0.0,-6680.0,-6250.0,-5373.0,-5059.0,-4382.0,-3459.0,-3015.0,-2618.0,-2505.0,-1820.0,-1381.0,-1119.0,-792.0,-483.0,-354.0,-215.0,-28.0,198.0,110.0,33.0,22.0,103.0,124.0,61.0,-125.0,-250.0
2012,,-7250.0,-7021.0,-6094.0,-5521.0,-4464.0,-3484.0,-2949.0,-3030.0,-2633.0,-2022.0,-1531.0,-1304.0,-967.0,-698.0,-550.0,-365.0,-315.0,-129.0,-92.0,142.0,221.0,41.0,163.0,250.0,250.0,
2013,,,-5411.0,-4606.0,-4212.0,-3287.0,-2490.0,-1865.0,-1265.0,-802.0,-522.0,-365.0,-121.0,155.0,345.0,342.0,328.0,593.0,765.0,551.0,241.0,307.0,375.0,348.0,221.0,-17.0,
2014,,-5350.0,-4971.0,-3823.0,-3519.0,-2933.0,-2142.0,-1532.0,-1077.0,-615.0,-308.0,-66.0,155.0,397.0,713.0,839.0,1002.0,1269.0,1262.0,1118.0,962.0,778.0,551.0,644.0,625.0,625.0,625.0
2015,,-7582.0,-5933.0,-5382.0,-4971.0,-4534.0,-3907.0,-3192.0,-2602.0,-2192.0,-1768.0,-1544.0,-1410.0,-1152.0,-1016.0,-775.0,-773.0,-354.0,-38.0,-259.0,-419.0,-309.0,-982.0,-496.0,-687.0,-874.0,-725.0
2016,,-5854.0,-6627.0,-5251.0,-4856.0,-3878.0,-2891.0,-2334.0,-1998.0,-1559.0,-1351.0,-1250.0,-1035.0,-868.0,-639.0,-364.0,-187.0,-61.0,196.0,-93.0,-272.0,-55.0,-32.0,113.0,-156.0,-50.0,125.0
2017,,-6693.0,-6078.0,-5266.0,-5095.0,-4506.0,-3630.0,-3056.0,-2868.0,-2279.0,-2051.0,-1736.0,-1455.0,-1405.0,-1163.0,-983.0,-878.0,-714.0,-561.0,-501.0,-453.0,-180.0,-4.0,-35.0,-77.0,-83.0,0.0
2018,,,-8916.0,-6294.0,-5258.0,-4780.0,-4158.0,-4052.0,-2893.0,-2461.0,-2036.0,-1709.0,-1831.0,-1668.0,-1398.0,-1465.0,-1300.0,-998.0,-649.0,-218.0,-198.0,-73.0,42.0,85.0,51.0,41.0,6.0
2019,,-4125.0,-4182.0,-3643.0,-3419.0,-2726.0,-2228.0,-1858.0,-1485.0,-984.0,-974.0,-646.0,-365.0,-226.0,-3.0,-82.0,27.0,167.0,312.0,190.0,67.0,6.0,80.0,131.0,125.0,125.0,125.0
2020,,,-7875.0,-6433.0,-4867.0,-4124.0,-3448.0,-3089.0,-2203.0,-1808.0,-1486.0,-1083.0,-675.0,-306.0,-46.0,-41.0,74.0,387.0,651.0,514.0,334.0,201.0,17.0,63.0,339.0,375.0,375.0
