1979,-2671.0,,,,,,,,,,,,-1236.0,-570.0,-84.0,,239.0,295.0,,,,,600.0,
1980,-1673.0,,,,,,,,,,,,-44.0,472.0,812.0,,1040.0,1037.0,,,,,1113.0,
1981,-1924.0,,,,,,,,,,,,-635.0,-69.0,516.0,,938.0,1080.0,,,,,992.0,
1982,-2860.0,,,,,,,,,,,,-1760.0,-1247.0,-604.0,,-242.0,-247.0,,,,,-104.0,
1983,-4047.0,,,,,,,,,,,,-2278.0,-1155.0,-226.0,,96.0,190.0,,,,,227.0,
1984,-1505.0,,,,,,,,,,,,-502.0,157.0,795.0,,1343.0,1269.0,,,,,868.0,
1985,-1889.0,,,,,,,,,,,,-906.0,-317.0,227.0,,677.0,692.0,,,,,961.0,
1986,-2571.0,,,,,,,,,,,,-1584.0,-931.0,-297.0,,124.0,125.0,,,,,370.0,
1987,-2514.0,,,,,,,,,,,,-1744.0,-1273.0,-922.0,,-663.0,-592.0,,,,,-447.0,
1988,-2396.0,,,,,,,,,,,,-1472.0,-918.0,-388.0,,20.0,36.0,,,,,262.0,
1989,-2819.0,,,,,,,,,,,,-1423.0,-860.0,-306.0,,60.0,-31.0,,,,,185.0,
1990,-3511.0,,,,,,,,,,,,-1975.0,-1265.0,-601.0,,-254.0,-194.0,,,,,77.0,
1991,-4176.0,,,,,,,,,,,,-2723.0,-1953.0,-1220.0,,-726.0,-501.0,,,,,-78.0,
1992,-4396.0,,,,,,,,,,,,-2758.0,-1879.0,-1312.0,,-630.0,-127.0,,,,,176.0,
1993,-3749.0,,,,,,,,,,,,-1841.0,-915.0,-338.0,,225.0,688.0,,,,,1001.0,
1994,-4512.0,,,,,,,,,,,,-2718.0,-1538.0,-744.0,,-72.0,324.0,,,,,637.0,
1995,-2629.0,,,,,,,,,,,,-1359.0,-662.0,-228.0,,282.0,590.0,,,,,772.0,
1996,-2819.0,,,,,,,,,,,,-1533.0,-756.0,-152.0,,267.0,591.0,,,,,870.0,
1997,-3796.0,,,,,,,,,,,,-1987.0,-977.0,-275.0,,255.0,633.0,,,,,931.0,
1998,-4317.0,,,,,,,,,,,,-3458.0,-2023.0,-1434.0,,-1097.0,-918.0,,,,,-787.0,
1999,-3614.0,,,,,,,,,,,,-1869.0,-956.0,-268.0,,331.0,765.0,,,,,1102.0,
2000,-3594.0,,,,,,,,,,,,-1494.0,-564.0,130.0,,508.0,657.0,,,,,910.0,
2001,-2709.0,,,,,,,,,,,,-813.0,-266.0,717.0,,1502.0,1452.0,,,,,1047.0,
2002,-4695.0,,,,,,,,,,,,-2751.0,-1859.0,-388.0,,989.0,1166.0,,,,,623.0,
2003,-5084.0,,,,,,,,,,,,-3465.0,-3105.0,-2736.0,,-2135.0,-1788.0,,,,,-1749.0,
2004,-2713.0,,,,,,,,,,,,-1226.0,-751.0,-211.0,,358.0,530.0,,,,,528.0,
2005,-4290.0,,,,,,,,,,,,-3143.0,-2062.0,-1193.0,,-232.0,128.0,,,,,71.0,
2006,-4719.0,,,,,,,,,,,,-3256.0,-2227.0,-1498.0,,-610.0,-589.0,,,,,-804.0,
2007,-4038.0,,,,,,,,,,,,-2491.0,-1666.0,-1026.0,-916.0,-257.0,48.0,,,,,-320.0,
2010,-2574.0,,,,,,,,,,,,-1718.0,-975.0,-344.0,,174.0,579.0,,,,,871.0,
2012,-2944.0,,,,,,,,,,,,-2734.0,-2090.0,-1443.0,,-597.0,-467.0,,,,,-422.0,
2013,-2448.0,,,,,,,,,,,,-1860.0,-870.0,-292.0,,452.0,500.0,,,,,451.0,
2014,,,,,,,,,,,,-2338.0,-2054.0,-1559.0,-1123.0,,-763.0,-77.0,,,,263.0,,
2015,-3423.0,,,,,,,,,,,,-3220.0,-2552.0,-1820.0,,-978.0,-671.0,,,,,-1049.0,
2016,-2818.0,,,,,,,,,,,,-2472.0,-1172.0,-714.0,,32.0,249.0,,,,,176.0,
2017,-3583.0,,,,,,,,,,,,-3019.0,-1899.0,-1520.0,,-1087.0,-805.0,,,,,-909.0,
2018,-3025.0,,,,,,,,,,,,-2750.0,-1864.0,-1343.0,,-851.0,-916.0,,,,,-813.0,
2019,-3447.0,,,,,,,,,,,,-3086.0,-1964.0,-1419.0,,-933.0,-796.0,,,,,-780.0,
