CenLon,CenLat,POLITICAL_UNIT,NAME,WGMS_ID,PSFG_ID,WGI_ID,GLIMS_ID,RGI50_ID,RGI60_ID,RGI_REG,RGI_REG_NAME,GlacierType,TerminusType,IsTidewater,HAS_PROFILE
6.43195,60.0667,NO,BLAABREEN & RUKLEBREEN,3803,,,,RGI50-08.01428,RGI60-08.00963,08,08: Scandinavia,Glacier,Land-terminating,False,False
17.8514,68.3407,NO,BLAAISEN,1328,NO7421,NO4A000DZ011,,RGI50-08.00710,RGI60-08.02436,08,08: Scandinavia,Glacier,Land-terminating,False,True
6.26211,59.9832,NO,BLOMSTERSKARDSBREEN,1321,NO1930,,,RGI50-08.01431,RGI60-08.02920,08,08: Scandinavia,Ice cap,Land-terminating,False,False
6.32268,60.036,NO,BONDHUSBREA,318,NO20408,NO4A000AJ002,,RGI50-08.01432,RGI60-08.02916,08,08: Scandinavia,Ice cap,Land-terminating,False,True
6.36572,60.0727,NO,BREIDABLIKKBREA,2671,,NO4A000AJ001,,RGI50-08.01439,RGI60-08.02962,08,08: Scandinavia,Glacier,Land-terminating,False,True
13.8583,66.6565,NO,ENGABREEN,298,NO67011,NO4A000C4011,,RGI50-08.00431,RGI60-08.01657,08,08: Scandinavia,Ice cap,Land-terminating,False,True
6.39826,60.0828,NO,GRAAFJELLSBREA,1320,NO2051,NO4A000AJ010,,RGI50-08.01433,RGI60-08.02963,08,08: Scandinavia,Glacier,Land-terminating,False,True
8.598889999999999,61.6562,NO,GRAASUBREEN,299,NO0547,NO4A000AB047,,RGI50-08.01707,RGI60-08.00987,08,08: Scandinavia,Glacier,Land-terminating,False,True
5.68093,61.7482,NO,HANSEBREEN,322,NO36206,NO4A000BO01A,,RGI50-08.00082,RGI60-08.02650,08,08: Scandinavia,Ice cap,Land-terminating,False,True
7.67852,61.6906,NO,HARBARDSBREEN,2320,NO30704,NO4A000A2004,,RGI50-08.01736,RGI60-08.01217,08,08: Scandinavia,Glacier,Land-terminating,False,False
8.43862,61.5587,NO,HELLSTUGUBREEN,300,NO0511,NO4A000AD011,,RGI50-08.02182,RGI60-08.00449,08,08: Scandinavia,Glacier,Land-terminating,False,True
13.6359,66.4532,NO,HOEGTUVBREEN,286,NO5507,NO4A000CX007,,RGI50-08.02616,RGI60-08.00295,08,08: Scandinavia,Glacier,Land-terminating,False,True
6.5511300000000015,61.4165,NO,JOSTEFONN,1676,,NO4A000A8009,,RGI50-08.02135,RGI60-08.02017,08,08: Scandinavia,Ice cap,Land-terminating,False,True
21.7402,70.1308,NO,LANGFJORDJOEKELEN,323,NO85008,NO4A000ET008,,RGI50-08.02022,RGI60-08.01258,08,08: Scandinavia,Glacier,Land-terminating,False,True
7.12832,61.7087,NO,NIGARDSBREEN,290,NO31014,NO4A000A4014,,RGI50-08.02419,RGI60-08.01126,08,08: Scandinavia,Ice cap,Land-terminating,False,True
14.2959,66.0209,NO,OKSTINDBREEN,324,NO64902,NO4A000CV001,,RGI50-08.00243,RGI60-08.03416,08,08: Scandinavia,Glacier,Land-terminating,False,True
7.48618,60.6368,NO,OMNSBREEN,3805,,,,RGI50-08.01520,RGI60-08.01764,08,08: Scandinavia,Glacier,Land-terminating,False,False
7.380489999999999,60.5392,NO,REMBESDALSKAAKA,2296,NO22303,NO4A000AO001,,RGI50-08.01501,RGI60-08.01779,08,08: Scandinavia,Ice cap,Land-terminating,False,True
16.0547,67.2967,NO,RUNDVASSBREEN,2670,,NO4A000DI022,,RGI50-08.00570,RGI60-08.02384,08,08: Scandinavia,Ice cap,Land-terminating,False,True
8.14092,61.5748,NO,STORBREEN,302,NO0541,NOA000A0D041,,RGI50-08.01666,RGI60-08.00312,08,08: Scandinavia,Glacier,Land-terminating,False,True
6.8048600000000015,61.5116,NO,STORE SUPPHELLEBREEN,287,NO33014,NO4A000A8015,,RGI50-08.02504,RGI60-08.01099,08,08: Scandinavia,Glacier,Land-terminating,False,False
14.0211,66.6713,NO,STORGLOMBREEN,297,NO67313,NO4A000C7013,,RGI50-08.00472,RGI60-08.00287,08,08: Scandinavia,Ice cap,Land-terminating,False,True
17.9114,68.2182,NO,STORSTEINSFJELLBREEN,1329,NO7381,NO4A000DW011,,RGI50-08.00666,RGI60-08.02458,08,08: Scandinavia,Glacier,Land-terminating,False,True
13.7593,66.5575,NO,SVARTISHEIBREEN,320,NO65509,NO4A000CX009,,RGI50-08.00433,RGI60-08.01598,08,08: Scandinavia,Glacier,Land-terminating,False,True
14.4446,66.7155,NO,TROLLBERGDALSBREEN,316,NO68507,NO4A000DE007,,RGI50-08.00411,RGI60-08.01484,08,08: Scandinavia,Glacier,Land-terminating,False,True
7.0548899999999986,61.6101,NO,TUNSBERGDALSBREEN,1316,NO3100,NO4A000A4007,,RGI50-08.02379,RGI60-08.00424,08,08: Scandinavia,Glacier,Land-terminating,False,True
86.556320409,27.715784606,NP,AX010,906,NP0005,NP0 XXX00005,,RGI50-15.03507,RGI60-15.03507,15,15: South Asia East,Glacier,Land-terminating,False,True
86.897669131,27.709259601,NP,MERA,3996,,,,RGI50-15.03591,RGI60-15.03591,15,15: South Asia East,Ice cap,Land-terminating,False,False
86.79068870299999,27.898420495,NP,POKALDE,3997,,,,RGI50-15.03875,RGI60-15.03875,15,15: South Asia East,Glacier,Land-terminating,False,False
169.437,-44.0715,NZ,BREWSTER,1597,,NZ0868C20000,,RGI50-18.01130,RGI60-18.01130,18,18: New Zealand,Glacier,Land-terminating,False,True
170.926,-43.1326,NZ,IVORY,900,,NZ0090109000,,RGI50-18.03357,RGI60-18.03357,18,18: New Zealand,Glacier,Land-terminating,False,False
-77.6279,-8.96265,PE,ARTESONRAJU,3292,PE0003,PEP005C0GH01,,RGI50-16.02444,RGI60-16.02444,16,16: Low Latitudes,Glacier,Land-terminating,False,True
-76.7207,-10.4787,PE,SANTA ROSA,225,PE0006,PEP00470AEC8,,RGI50-16.01756,RGI60-16.01756,16,16: Low Latitudes,Glacier,Land-terminating,False,False
-77.2709,-9.65293,PE,YANAMAREY,226,PE0004,PEP005C0VAC2,,RGI50-16.02086,RGI60-16.02086,16,16: Low Latitudes,Glacier,Land-terminating,False,True
76.8939,35.4284,PK,SIACHEN,3666,,,,RGI50-14.07524,RGI60-14.07524,14,14: South Asia West,Glacier,Land-terminating,False,False
43.084,43.0332,RU,BEZENGI,703,RU3006,RUG003700001,,RGI50-12.01252,RGI60-12.01252,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,False
86.703071594,49.813026428,RU,BOLSHOI BEREL,3950,,,,RGI50-10.01121,RGI60-10.01121,10,10: North Asia,Glacier,Land-terminating,False,False
42.7612,43.1944,RU,DJANKUAT,726,RU3010,RUG003700062,,RGI50-12.01132,RGI60-12.01132,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,True
42.4674,43.3121,RU,GARABASHI,761,RU3031,RU4G00307011,,RGI50-12.00161,RGI60-12.00161,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,True
66.000305176,67.57893371600001,RU,IGAN,730,RU2001,RU00A0200027,,RGI50-10.05087,RGI60-10.05087,10,10: North Asia,Glacier,Land-terminating,False,False
43.0522,43.0776,RU,KELBASHI,3917,,,,RGI50-12.01198,RGI60-12.01198,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,False
41.8439,43.2251,RU,KHAKEL,700,RU3003,RU0H00100173,,RGI50-12.01297,RGI60-12.01297,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,False
42.7668,43.2143,RU,KOIAVGAN,3957,,,,RGI50-12.00632,RGI60-12.00632,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,False
161.802352905,54.830718993999994,RU,KORYTO,791,RU8003,RU0 XXX00007,,RGI50-10.04358,RGI60-10.04358,10,10: North Asia,Glacier,Land-terminating,False,True
87.69024658200001,50.080078125,RU,LEVIY AKTRU,794,RU7102,RU0A12500128,,RGI50-10.01737,RGI60-10.01737,10,10: North Asia,Glacier,Land-terminating,False,True
87.745521545,50.049674988,RU,MALIY AKTRU,795,RU7100,RU0A12500126,,RGI50-10.01732,RGI60-10.01732,10,10: North Asia,Glacier,Land-terminating,False,True
86.71026611299999,49.82395172100001,RU,MALYY BERELSKIY,830,RU7083,RU0A31500116,,RGI50-10.01107,RGI60-10.01107,10,10: North Asia,Glacier,Land-terminating,False,False
41.4156,43.3638,RU,MARUKHSKIY,727,RU3001,RU0 00100108,,RGI50-12.00960,RGI60-12.00960,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,True
158.180389404,52.46206665,RU,MUTNOVSKIY NE,788,RU8011,RU0 XXX00004,,RGI50-10.03941,RGI60-10.03941,10,10: North Asia,Glacier,Land-terminating,False,False
158.15740966799999,52.452796936000006,RU,MUTNOVSKIY SW,787,RU8012,RU0 XXX00003,,RGI50-10.03944,RGI60-10.03944,10,10: North Asia,Glacier,Land-terminating,False,False
140.865356445,62.588794708,RU,NO.31,3534,,,,RGI50-10.03264,RGI60-10.03264,10,10: North Asia,Glacier,Land-terminating,False,False
65.78010559100001,67.636535645,RU,OBRUCHEV,729,RU2002,RU00A0200026,,RGI50-10.05085,RGI60-10.05085,10,10: North Asia,Glacier,Land-terminating,False,False
87.69741058299999,50.061340332,RU,PRAVIY AKTRU,831,RU7101,RU0A12500127,,RGI50-10.01735,RGI60-10.01735,10,10: North Asia,Glacier,Land-terminating,False,True
43.8232,42.7537,RU,TSEYA,704,RU3007,RUG003300002,,RGI50-12.01302,RGI60-12.01302,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,False
42.7749,43.2009,RU,VISYACHIY,3958,,,,RGI50-12.00335,RGI60-12.00335,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,False
87.780303955,50.047698975,RU,VODOPADNIY (NO.125),780,RU7105,RU5A12500105,,RGI50-10.01708,RGI60-10.01708,10,10: North Asia,Glacier,Land-terminating,False,True
18.3207,68.358,SE,KARSOJIETNA,330,SE0798,SEB000E0V019,,RGI50-08.00016,RGI60-08.00259,08,08: Scandinavia,Glacier,Land-terminating,False,False
18.6813,68.0815,SE,MARMAGLACIAEREN,1461,SE0799,SE4B000EZ001,,RGI50-08.00760,RGI60-08.00199,08,08: Scandinavia,Glacier,Land-terminating,False,True
17.6462,67.1735,SE,PARTEJEKNA,327,SE0763,SEB000E08002,,RGI50-08.00928,RGI60-08.00146,08,08: Scandinavia,Glacier,Land-terminating,False,True
18.4909,67.9099,SE,RABOTS GLACIAER,334,SE0785,SEB000E01016,,RGI50-08.00013,RGI60-08.00188,08,08: Scandinavia,Glacier,Land-terminating,False,True
18.0544,68.0836,SE,RIUKOJIETNA,342,SE0790,SE4A000DW065,,RGI50-08.00751,RGI60-08.00006,08,08: Scandinavia,Ice cap,Land-terminating,False,True
18.5604,67.9042,SE,STORGLACIAEREN,332,SE0788,SEB000E00005,,RGI50-08.02637,RGI60-08.00213,08,08: Scandinavia,Glacier,Land-terminating,False,True
18.6446,67.9349,SE,TARFALAGLACIAEREN,326,SE0791,SE4B000E0011,,RGI50-08.00801,RGI60-08.00210,08,08: Scandinavia,Glacier,Land-terminating,False,True
11.8309,78.8876,SJ,AUSTRE BROEGGERBREEN,292,SJ15504,SJW015505006,,RGI50-07.00504,RGI60-07.00504,07,07: Svalbard,Glacier,Land-terminating,False,True
12.1614,78.87100000000002,SJ,AUSTRE LOVENBREEN,3812,,SJ4W01505000,,RGI50-07.00496,RGI60-07.00496,07,07: Svalbard,Glacier,Land-terminating,False,False
16.258,78.6982,SJ,BERTILBREEN,3755,,,,RGI50-07.00593,RGI60-07.00593,07,07: Svalbard,Glacier,Land-terminating,False,False
15.6267,78.1281,SJ,BOGERBREEN,3914,,,,RGI50-07.01132,RGI60-07.01132,07,07: Svalbard,Glacier,Land-terminating,False,False
18.8089,78.086,SJ,DAUDBREEN,3915,,,,RGI50-07.00382,RGI60-07.00382,07,07: Svalbard,Glacier,Land-terminating,False,False
15.2378,77.461,SJ,FINSTERWALDERBREEN,3486,SJ13202,SJ4W00103202,,RGI50-07.00231,RGI60-07.00231,07,07: Svalbard,Glacier,Land-terminating,False,False
14.4077,77.8358,SJ,FRIDTJOVBREEN,3494,SJ13708,SJ4W00103708,,RGI50-07.01100,RGI60-07.01100,07,07: Svalbard,Glacier,Marine-terminating,True,False
15.5799,77.0748,SJ,HANSBREEN,306,SJ12419,SJW012404019,,RGI50-07.00240,RGI60-07.00240,07,07: Svalbard,Glacier,Marine-terminating,True,True
12.1249,78.6651,SJ,IRENEBREEN,2669,SJ15402,,,RGI50-07.00490,RGI60-07.00490,07,07: Svalbard,Glacier,Land-terminating,False,False
13.1481,78.7872,SJ,KONGSVEGEN,1456,SJ15510,SJ4W00145510,,RGI50-07.01481,RGI60-07.01481,07,07: Svalbard,Glacier,Land-terminating,False,True
13.3845,78.9916,SJ,KRONEBREEN,3504,SJ15511,SJ4W00105511,,RGI50-07.01464,RGI60-07.01464,07,07: Svalbard,Ice cap,Land-terminating,False,False
15.4657,78.1728,SJ,LONGYEARBREEN,3913,,,,RGI50-07.01107,RGI60-07.01107,07,07: Svalbard,Glacier,Land-terminating,False,False
12.0311,78.8779,SJ,MIDTRE LOVENBREEN,291,SJ15506,SJ4W01505007,,RGI50-07.00493,RGI60-07.00493,07,07: Svalbard,Glacier,Land-terminating,False,True
13.9535,78.0409,SJ,VOERINGBREEN,3912,,,,RGI50-07.01060,RGI60-07.01060,07,07: Svalbard,Glacier,Land-terminating,False,False
12.0692,78.6774,SJ,WALDEMARBREEN,2307,SJ15403,,,RGI50-07.00492,RGI60-07.00492,07,07: Svalbard,Glacier,Land-terminating,False,True
-123.694,47.81,US,BLUE GLACIER,210,US2126,USM000B00114,,RGI50-02.13924,RGI60-02.14017,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.353,47.97,US,COLUMBIA (2057),76,US2057,US2M00332004,,RGI50-02.00837,RGI60-02.18415,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-121.161,47.5591,US,DANIELS,83,US2052,US2M10015004,,RGI50-02.00686,RGI60-02.18487,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.827,48.7489,US,EASTON,1367,US2008,,,RGI50-02.01305,RGI60-02.17739,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.68,45.3805,US,ELIOT,3919,,,,RGI50-02.13914,RGI60-02.18792,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.713,46.8647,US,EMMONS,203,US2022,USM000B00127,,RGI50-02.00651,RGI60-02.14297,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-137.039916992,58.793186188,US,GILMAN,138,US1321,USN000C00063,,RGI50-01.20830,RGI60-01.20830,01,01: Alaska,Glacier,Marine-terminating,True,False
-145.42700000000005,63.28100000000001,US,GULKANA,90,US0200,US0001200002,,RGI50-01.00570,RGI60-01.00570,01,01: Alaska,Glacier,Land-terminating,False,True
-134.349,58.38,US,LEMON CREEK,3334,,,,RGI50-01.01104,RGI60-01.01104,01,01: Alaska,Glacier,Land-terminating,False,True
-121.622,48.8259,US,LOWER CURTIS,77,US2055,US2M00212004,,RGI50-02.01356,RGI60-02.17307,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-120.895,48.1717,US,LYMAN,3340,,,,RGI50-02.00874,RGI60-02.18005,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-143.847625732,69.302070618,US,MCCALL,1388,US0001,,,RGI50-01.02228,RGI60-01.02228,01,01: Alaska,Glacier,Land-terminating,False,True
-121.744,46.8256,US,NISQUALLY,201,US2027,USM000B00129,,RGI50-02.00644,RGI60-02.14336,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.527,48.6735,US,NOISY CREEK,1666,US2078,,,RGI50-02.01170,RGI60-02.17369,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.093,48.5729,US,NORTH KLAWATTI,1664,US2076,,,RGI50-02.01093,RGI60-02.18077,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.777,48.7989,US,RAINBOW,79,US2003,US2M00B11008,,RGI50-02.01299,RGI60-02.17733,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-120.79,48.41,US,SANDALEE,1667,US2079,,,RGI50-02.00971,RGI60-02.17862,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.769,48.8142,US,SHOLES,3295,,US2M00B00000,,RGI50-02.01295,RGI60-02.18774,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.24,48.9769,US,SILVER,1665,US2077,,,RGI50-02.01464,RGI60-02.17612,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.059,48.3574,US,SOUTH CASCADE,205,US2013,US0M10000121,,RGI50-02.00941,RGI60-02.18778,02,02: Western Canada and US,Glacier,Land-terminating,False,True
-113.756,48.625,US,SPERRY,218,US5001,US0M12200135,,RGI50-02.01146,RGI60-02.17023,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-121.031,48.4136,US,SPIDER,3941,,,,RGI50-02.00974,RGI60-02.17789,02,02: Western Canada and US,Glacier,Land-terminating,False,False
-134.278,58.651,US,TAKU,124,US1805,USN000C00099,,RGI50-01.01390,RGI60-01.01390,01,01: Alaska,Glacier,Marine-terminating,True,False
-148.908,60.412,US,WOLVERINE,94,US0411,USN000D00006,,RGI50-01.09162,RGI60-01.09162,01,01: Alaska,Glacier,Land-terminating,False,True
-121.031,48.4474,US,YAWNING,75,US2050,US2M10446007,,RGI50-02.00992,RGI60-02.17806,02,02: Western Canada and US,Glacier,Land-terminating,False,False
