CenLon,CenLat,POLITICAL_UNIT,NAME,WGMS_ID,PSFG_ID,WGI_ID,GLIMS_ID,RGI40_ID,RGI50_ID,RGI_REG,RGI_REG_NAME,GlacierType,TerminusType,IsTidewater,N_MB_YRS,HAS_PROFILE,REMARKS
-122.979,49.8876,CA,SENTINEL,44,CA1915,CAM000C00096,,RGI40-02.01779,RGI50-02.01779,02,02: Western Canada and US,Glacier,Land-terminating,False,23,True,RGI link checked manually.
-64.1739,81.9561,CA,ST PATRICK BAY NE ICE CAP,3908,,,,RGI40-03.01623,RGI50-03.01623,03,03: Arctic Canada North,Glacier,Land-terminating,False,7,False,RGI link checked manually.
-123.62100000000001,50.872,CA,SYKORA,59,CA1995,CA0M22000001,,RGI40-02.04114,RGI50-02.04114,02,02: Western Canada and US,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-125.13600000000001,51.3432,CA,TIEDEMANN,24,CA2040,CA0 XXX00017,,RGI40-02.05862,RGI50-02.05862,02,02: Western Canada and US,Glacier,Land-terminating,False,7,True,RGI link checked manually.
-74.2248,83.1066,CA,WARD H. I. RISE,53,CA2318,CA0 XXX00003,,RGI40-03.04079,RGI50-03.04079,03,03: Arctic Canada North,Glacier,Land-terminating,False,25,False,RGI link checked manually.
-90.87697,79.5146,CA,WHITE,0,CA2340,CAR014E00015,,RGI40-03.04539,RGI50-03.04539,03,03: Arctic Canada North,Glacier,Land-terminating,False,52,True,RGI link checked manually.
-118.061,51.1141,CA,WOOLSEY,1402,CA2380,,,RGI40-02.04693,RGI50-02.04693,02,02: Western Canada and US,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-130.684,56.975,CA,YURI,30,CA2530,CA0N00200003,,RGI40-01.05211,RGI50-01.05211,01,01: Alaska,Glacier,Land-terminating,False,10,True,RGI link checked manually.
-123.414,50.7918,CA,ZAVISHA,46,CA2605,CA0M20200001,,RGI40-02.03590,RGI50-02.03590,02,02: Western Canada and US,Glacier,Land-terminating,False,10,True,RGI link checked manually.
7.87661,46.0124,CH,ADLER,3801,CH0016B,CHN012506003,,RGI40-11.02780,RGI50-11.02780,11,11: Central Europe,Glacier,Land-terminating,False,9,True,RGI link checked manually.
9.64185,46.2987,CH,ALBIGNA,1674,CH0116,,,RGI40-11.02285,RGI50-11.02285,11,11: Central Europe,Glacier,Land-terminating,False,6,True,RGI link checked manually.
7.909489999999999,46.0336,CH,ALLALIN,394,CH0011,CHN012502029,,RGI40-11.02715,RGI50-11.02715,11,11: Central Europe,Glacier,Land-terminating,False,59,True,RGI link checked manually.
8.4812,46.416000000000004,CH,BASODINO,463,CH0104,CHL012104010,,RGI40-11.01987,RGI50-11.01987,11,11: Central Europe,Glacier,Land-terminating,False,23,True,RGI link checked manually.
8.891169999999999,46.8442,CH,CLARIDENFIRN,2660,CH0141,CH4R014OI019,,RGI40-11.00843,RGI50-11.00843,11,11: Central Europe,Glacier,Land-terminating,False,100,True,RGI link checked manually.
7.29108,45.9647,CH,CORBASSIERE,366,CH0038,CHN012803003,,RGI40-11.02782,RGI50-11.02782,11,11: Central Europe,Glacier,Land-terminating,False,18,False,RGI link checked manually.
7.87051,45.9936,CH,FINDELEN,389,CH0016,CHN012506003,,RGI40-11.02789,RGI50-11.02789,11,11: Central Europe,Glacier,Land-terminating,False,10,True,RGI link checked manually.
9.701080000000001,46.3085,CH,FORNO,396,CH0102,CHL011803012,,RGI40-11.02245,RGI50-11.02245,11,11: Central Europe,Glacier,Land-terminating,False,6,True,RGI link checked manually.
7.38888,45.9921,CH,GIETRO,367,CH0037,CHN012802014,,RGI40-11.02791,RGI50-11.02791,11,11: Central Europe,Glacier,Land-terminating,False,48,True,RGI link checked manually.
8.33019,46.4383,CH,GRIES,359,CH0003,CHN012405004,,RGI40-11.01876,RGI50-11.01876,11,11: Central Europe,Glacier,Land-terminating,False,54,True,RGI link checked manually.
8.01919,46.5028,CH,GROSSER ALETSCH,360,CH0005,CHN012306026,,RGI40-11.01450,RGI50-11.01450,11,11: Central Europe,Glacier,Land-terminating,False,60,False,RGI link checked manually.
7.9131,46.055,CH,HOHLAUB,3332,,,,RGI40-11.02690,RGI50-11.02690,11,11: Central Europe,Glacier,Land-terminating,False,59,True,RGI link checked manually.
7.9245,46.0649,CH,KESSJEN,393,CH0012,CHN012502033,,RGI40-11.02682,RGI50-11.02682,11,11: Central Europe,Glacier,Land-terminating,False,40,True,RGI link checked manually.
8.97739,46.8133,CH,LIMMERN,421,CH0078,CHR013500I 6,,RGI40-11.00918,RGI50-11.00918,11,11: Central Europe,Glacier,Land-terminating,False,38,True,RGI link checked manually.
9.38896,46.9603,CH,PIZOL,417,CH0081,CHR0135000D1,,RGI40-11.00638,RGI50-11.00638,11,11: Central Europe,Glacier,Land-terminating,False,8,True,RGI link checked manually.
7.51198,46.3839,CH,PLAINE MORTE,4246,,CHR01355F003,,RGI40-11.02072,RGI50-11.02072,11,11: Central Europe,Glacier,Land-terminating,False,5,True,RGI link checked manually.
8.988710000000001,46.833,CH,PLATTALVA,420,CH0114,CHR013500I 7,,RGI40-11.00892,RGI50-11.00892,11,11: Central Europe,Glacier,Land-terminating,False,42,True,RGI link checked manually.
8.3965,46.6236,CH,RHONE,473,CH0001,CHN012403003,,RGI40-11.01238,RGI50-11.01238,11,11: Central Europe,Glacier,Land-terminating,False,33,True,RGI link checked manually.
7.92806,46.0081,CH,SCHWARZBERG,395,CH0010,CHN012502024,,RGI40-11.02762,RGI50-11.02762,11,11: Central Europe,Glacier,Land-terminating,False,59,True,RGI link checked manually.
10.0766,46.8524,CH,SILVRETTA,408,CH0090,CHR013100G 5,,RGI40-11.00804,RGI50-11.00804,11,11: Central Europe,Glacier,Land-terminating,False,97,True,RGI link checked manually.
7.22536,46.3202,CH,TSANFLEURON,371,CH0033,CHN012202001,,RGI40-11.02249,RGI50-11.02249,11,11: Central Europe,Glacier,Land-terminating,False,5,True,RGI link checked manually.
-72.4562,-42.8274,CL,AMARILLO,3905,,,,RGI40-17.11634,RGI50-17.11634,17,17: Southern Andes,Ice cap,Land-terminating,False,8,True,RGI link checked manually.
-70.1338,-33.5804,CL,ECHAURREN NORTE,1344,CL0001B,CL1M0057D015,,RGI40-17.13957,RGI50-17.13957,17,17: Southern Andes,Glacier,Land-terminating,False,40,False,RGI link checked manually.
-70.0369,-29.3295,CL,ESPERANZA,3982,,,,RGI40-17.15116,RGI50-17.15116,17,17: Southern Andes,Glacier,Land-terminating,False,6,False,RGI link checked manually.
-70.0204,-29.3484,CL,GUANACO,3983,,CL1M03812071,,RGI40-17.15110,RGI50-17.15110,17,17: Southern Andes,Glacier,Land-terminating,False,12,False,RGI link checked manually.
-70.0247,-29.3346,CL,TORO 1,3980,,,,RGI40-17.15113,RGI50-17.15113,17,17: Southern Andes,Glacier,Land-terminating,False,6,False,RGI link checked manually.
-70.0275,-29.3323,CL,TORO 2,3981,,,,RGI40-17.15114,RGI50-17.15114,17,17: Southern Andes,Glacier,Land-terminating,False,6,False,RGI link checked manually.
90.447,30.193,CN,GURENHEKOU,3978,,,,RGI40-13.28839,RGI50-13.28839,13,13: Central Asia,Glacier,Land-terminating,False,5,False,RGI link checked manually.
101.916,29.584,CN,HAILUOGOU,849,CN0031,CN5K6120F003,,RGI40-15.07886,RGI50-15.07886,15,15: South Asia East,Glacier,Land-terminating,False,5,False,RGI link checked manually.
94.184,35.669000000000004,CN,MEIKUANG,3955,,,,RGI40-13.33648,RGI50-13.33648,13,13: Central Asia,Ice cap,Land-terminating,False,12,False,RGI link checked manually.
75.072,38.23,CN,MUZTAG ATA,3992,,,,RGI40-13.41896,RGI50-13.41896,13,13: Central Asia,Ice cap,Land-terminating,False,5,False,RGI link checked manually.
81.32300000000001,30.455,CN,NAIMONA NYI,3991,,,,RGI40-15.09026,RGI50-15.09026,15,15: South Asia East,Glacier,Land-terminating,False,5,False,RGI link checked manually.
96.975,29.386999999999997,CN,PARLUNG NO. 94,3987,CN0094,CN5O2820A010,,RGI40-15.11693,RGI50-15.11693,15,15: South Asia East,Glacier,Land-terminating,False,9,True,RGI link checked manually.
96.902,29.303,CN,PARLUNG ZANGBO: NO. 12,3986,CN0012,CN5O2820B000,,RGI40-15.11962,RGI50-15.11962,15,15: South Asia East,Glacier,Land-terminating,False,5,False,RGI link checked manually.
97.755,39.236999999999995,CN,QIYI,856,CN0003,CN Y0437C018,,RGI40-13.32330,RGI50-13.32330,13,13: Central Asia,Glacier,Land-terminating,False,14,False,RGI link checked manually.
86.81,43.111000000000004,CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,CN0001,CN0Y07200010,,RGI40-13.45335,RGI50-13.45335,13,13: Central Asia,Glacier,Land-terminating,False,27,True,RGI link checked manually.
86.801,43.117,CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,CN0002,CN0Y07200010,,RGI40-13.45334,RGI50-13.45334,13,13: Central Asia,Glacier,Land-terminating,False,27,True,RGI link checked manually.
92.135,33.171,CN,XIAO DONGKZMADI,1510,CN0038,,,RGI40-13.24556,RGI50-13.24556,13,13: Central Asia,Glacier,Land-terminating,False,22,False,RGI link checked manually.
-75.3715,4.80506,CO,CONEJERAS,2721,CO0033,,,RGI40-16.01355,RGI50-16.01355,16,16: Low Latitudes,Glacier,Land-terminating,False,10,True,RGI link checked manually.
10.982920789000001,47.415938931999996,DE,SCHNEEFERNER N,346,DE0001,DE4J14400001,,RGI40-11.03974,RGI50-11.03974,11,11: Central Europe,Glacier,Land-terminating,False,6,True,RGI link checked manually.
-78.1446,-0.489511,EC,ANTIZANA15ALPHA,1624,EC1DA15,EC1D30370015,,RGI40-16.01339,RGI50-16.01339,16,16: Low Latitudes,Glacier,Land-terminating,False,20,True,RGI link checked manually.
0.639342666,42.648979186999995,ES,MALADETA,942,ES9020,ES4O00122008,,RGI40-11.03818,RGI50-11.03818,11,11: Central Europe,Glacier,Land-terminating,False,24,True,RGI link checked manually.
6.99817,45.9429,FR,ARGENTIERE,354,FR0002,FRN010305A08,,RGI40-11.02835,RGI50-11.02835,11,11: Central Europe,Glacier,Land-terminating,False,39,False,RGI link checked manually.
6.62793,45.298,FR,GEBROULAZ,352,FR0009,FRN010406E06,,RGI40-11.03432,RGI50-11.03432,11,11: Central Europe,Glacier,Land-terminating,False,20,False,RGI link checked manually.
6.933910000000001,45.8755,FR,MER DE GLACE,353,FR0003,FRN010306A01,,RGI40-11.02923,RGI50-11.02923,11,11: Central Europe,Glacier,Land-terminating,False,8,False,RGI link checked manually.
-0.14122189599999999,42.771190643000004,FR,OSSOUE,2867,,,,RGI40-11.03841,RGI50-11.03841,11,11: Central Europe,Glacier,Land-terminating,False,13,False,RGI link checked manually.
6.160159999999999,45.1604,FR,SAINT SORLIN,356,FR0015,FRN010602B09,,RGI40-11.03503,RGI50-11.03503,11,11: Central Europe,Glacier,Land-terminating,False,58,False,RGI link checked manually.
6.1327300000000005,45.1325,FR,SARENNES,357,FR0029,FRN010603A02,,RGI40-11.03515,RGI50-11.03515,11,11: Central Europe,Glacier,Land-terminating,False,67,False,RGI link checked manually.
42.4732,43.1296,GE,TBILISA,724,GE3012,GE0 XXX00022,,RGI40-12.00807,RGI50-12.00807,12,12: Caucasus and Middle East,Glacier,Land-terminating,False,13,True,RGI link checked manually.
-50.3208,66.1325,GL,AMITSULOQ ICE CAP,232,GL0004,GL2U1DG16166,,RGI40-05.00446,RGI50-05.00446,05,05: Greenland,Glacier,Land-terminating,False,9,False,RGI link checked manually.
-20.8288,74.3778,GL,FREYA,3350,,,,RGI40-05.20030,RGI50-05.20030,05,05: Greenland,Glacier,Land-terminating,False,7,True,RGI link checked manually.
-37.8032,65.6957,GL,MITTIVAKKAT,1629,GL0019,GL02U3I00000,,RGI40-05.11186,RGI50-05.11186,05,05: Greenland,Glacier,Land-terminating,False,20,True,RGI link checked manually.
-52.1262,65.6,GL,QAPIARFIUP SER.,238,GL0009,GL2U1DB10003,,RGI40-05.00115,RGI50-05.00115,05,05: Greenland,Glacier,Land-terminating,False,5,False,RGI link checked manually.
-45.3055,61.4421,GL,VALHALTINDE,240,GL0001,GL2U1AG05008,,RGI40-05.05149,RGI50-05.05149,05,05: Greenland,Glacier,Land-terminating,False,5,False,RGI link checked manually.
88.684351605,27.959920148000002,IN,CHANGMEKHANGPU,1045,IN2522,IN05P2500022,,RGI40-15.02942,RGI50-15.02942,15,15: South Asia East,Glacier,Land-terminating,False,7,False,RGI link checked manually.
77.507513941,32.224215541999996,IN,CHHOTA SHIGRI,2921,,,,RGI40-14.15990,RGI50-14.15990,14,14: South Asia West,Glacier,Land-terminating,False,14,True,RGI link checked manually.
78.825119019,30.842954635999998,IN,DOKRIANI,3454,,,,RGI40-15.07605,RGI50-15.07605,15,15: South Asia East,Glacier,Land-terminating,False,6,False,RGI link checked manually.
79.894082471,30.557780418000004,IN,DUNAGIRI,1047,IN0191,IN5O12202191,,RGI40-15.06777,RGI50-15.06777,15,15: South Asia East,Glacier,Land-terminating,False,6,False,RGI link checked manually.
78.521963702,31.378255834,IN,GOR GARANG,3929,,,,RGI40-14.12365,RGI50-14.12365,14,14: South Asia West,Glacier,Land-terminating,False,9,False,RGI link checked manually.
77.373833286,32.23484894,IN,HAMTAH,3044,,IN5Q21212180,,RGI40-14.15536,RGI50-14.15536,14,14: South Asia West,Glacier,Land-terminating,False,6,False,RGI link checked manually.
75.537165453,34.15943632,IN,NEH NAR,3930,,,,RGI40-14.19543,RGI50-14.19543,14,14: South Asia West,Glacier,Land-terminating,False,9,False,RGI link checked manually.
78.349378203,31.292291095,IN,SHAUNE GARANG,1048,IN0084,IN5Q220 1984,,RGI40-14.12323,RGI50-14.12323,14,14: South Asia West,Glacier,Land-terminating,False,13,False,RGI link checked manually.
79.674856689,30.718461815999998,IN,TIPRA BANK,1049,IN0004,IN5O12200004,,RGI40-15.06557,RGI50-15.06557,15,15: South Asia East,Glacier,Land-terminating,False,7,False,RGI link checked manually.
-16.4767,64.2666,IS,BREIDAMJOEKULL E. B.,3062,IS1126B,ISV   10126B,,RGI40-06.00483,RGI50-06.00483,06,06: Iceland,Ice cap,Land-terminating,False,7,False,RGI link checked manually.
-16.2675,64.5867,IS,BRUARJOEKULL,3067,IS2400,IS0000V02400,,RGI40-06.00377,RGI50-06.00377,06,06: Iceland,Ice cap,Land-terminating,False,21,False,RGI link checked manually.
-17.0539,64.6745,IS,DYNGJUJOEKULL,3068,IS2600,,,RGI40-06.00477,RGI50-06.00477,06,06: Iceland,Ice cap,Land-terminating,False,14,False,RGI link checked manually.
-15.6083,64.6284,IS,EYJABAKKAJOEKULL,3069,IS2300,IS0000V02300,,RGI40-06.00472,RGI50-06.00472,06,06: Iceland,Glacier,Land-terminating,False,20,False,RGI link checked manually.
-18.6422,64.7989,IS,HOFSJOEKULL E,3088,IS0510B,IS0000V00510,,RGI40-06.00234,RGI50-06.00234,06,06: Iceland,Ice cap,Land-terminating,False,26,False,RGI link checked manually.
-18.9072,64.9014,IS,HOFSJOEKULL N,3089,IS0510A,IS0000V00510,,RGI40-06.00238,RGI50-06.00238,06,06: Iceland,Ice cap,Land-terminating,False,27,False,RGI link checked manually.
-19.0241,64.757,IS,HOFSJOEKULL SW,3090,IS0510C,IS0000V00510,,RGI40-06.00236,RGI50-06.00236,06,06: Iceland,Ice cap,Land-terminating,False,25,False,RGI link checked manually.
-17.7174,64.5628,IS,KOELDUKVISLARJ.,3096,IS2700,,,RGI40-06.00424,RGI50-06.00424,06,06: Iceland,Ice cap,Land-terminating,False,20,False,RGI link checked manually.
-20.0311,64.6423,IS,LANGJOEKULL ICE CAP,3660,,,,RGI40-06.00310,RGI50-06.00310,06,06: Iceland,Ice cap,Land-terminating,False,18,False,RGI link checked manually.
-17.927,64.3475,IS,TUNGNAARJOEKULL,3126,IS2214,IS0000V02214,,RGI40-06.00443,RGI50-06.00443,06,06: Iceland,Ice cap,Land-terminating,False,19,False,RGI link checked manually.
13.56671,42.47054,IT,CALDERONE,1107,IT1006,,,RGI40-11.03967,RGI50-11.03967,11,11: Central Europe,Glacier,Land-terminating,False,20,True,RGI link checked manually.
10.1119,46.4296,IT,CAMPO SETT.,1106,IT0997,IT4J14311006,,RGI40-11.01930,RGI50-11.01930,11,11: Central Europe,Glacier,Land-terminating,False,5,False,RGI link checked manually.
10.7085,46.4512,IT,CARESER,635,IT0701,IT4L00102519,,RGI40-11.01834,RGI50-11.01834,11,11: Central Europe,Glacier,Land-terminating,False,49,True,RGI link checked manually.
7.3898399999999995,45.5181,IT,CIARDONEY,1264,IT0081,IT4L01052003,,RGI40-11.03254,RGI50-11.03254,11,11: Central Europe,Glacier,Land-terminating,False,23,True,RGI link checked manually.
10.770999999999999,46.4838,IT,FONTANA BIANCA / WEISSBRUNNF.,1507,IT0713,IT4L00110103,,RGI40-11.01704,RGI50-11.01704,11,11: Central Europe,Glacier,Land-terminating,False,31,True,RGI link checked manually.
7.2204,45.4757,IT,GRAND ETRET,1238,IT0134,IT4L01313012,,RGI40-11.03298,RGI50-11.03298,11,11: Central Europe,Glacier,Land-terminating,False,13,True,RGI link checked manually.
10.6115,46.4674,IT,LUNGA (VEDRETTA) / LANGENF.,661,IT0733,IT4L00112128,,RGI40-11.01776,RGI50-11.01776,11,11: Central Europe,Glacier,Land-terminating,False,12,True,RGI link checked manually.
9.989410000000001,46.0754,IT,LUPO,1138,IT0543,IT4L01132016,,RGI40-11.02659,RGI50-11.02659,11,11: Central Europe,Glacier,Land-terminating,False,5,False,RGI link checked manually.
11.1528,46.9566,IT,MALAVALLE (VEDR. DI) / UEBELTALF.,672,IT0875,IT4L00121108,,RGI40-11.00619,RGI50-11.00619,11,11: Central Europe,Glacier,Land-terminating,False,14,True,RGI link checked manually.
11.2247,46.9656,IT,PENDENTE (VEDR.) / HANGENDERF.,675,IT0876,IT4L00121110,,RGI40-11.00603,RGI50-11.00603,11,11: Central Europe,Glacier,Land-terminating,False,20,True,RGI link checked manually.
12.0965,46.9069,IT,RIES OCC. (VEDR. DI) / RIESERF. WESTL.,645,IT0930,IT4L00123312,,RGI40-11.00647,RGI50-11.00647,11,11: Central Europe,Glacier,Land-terminating,False,7,True,RGI link checked manually.
10.5127,46.348,IT,SFORZELLINA,667,IT0516,IT4L01137036,,RGI40-11.02214,RGI50-11.02214,11,11: Central Europe,Glacier,Land-terminating,False,14,False,RGI link checked manually.
9.363539999999999,46.5056,IT,SURETTA MERID.,2488,IT0371,IT4L01113007,,RGI40-11.01662,RGI50-11.01662,11,11: Central Europe,Glacier,Land-terminating,False,5,False,RGI link checked manually.
7.2789399999999995,45.5592,IT,TIMORION,1282,IT0126,IT4L01313003,,RGI40-11.03191,RGI50-11.03191,11,11: Central Europe,Glacier,Land-terminating,False,15,False,RGI link checked manually.
37.314,-0.156806,KE,LEWIS,695,KE0008,KEE021D00001,,RGI40-16.01638,RGI50-16.01638,16,16: Low Latitudes,Glacier,Land-terminating,False,22,True,RGI link checked manually.
71.56986236600001,39.609699249,KG,ABRAMOV,732,KG4101,KGXA31000040,,RGI40-13.18096,RGI50-13.18096,13,13: Central Asia,Glacier,Land-terminating,False,33,True,RGI link checked manually.
