,CPP filename,Lat,Long
58,DEM1_SAR_DGE_90_20130430T010131_20140623T004551_ADS_000000_8430.DEM.tar,S84,W069
59,DEM1_SAR_DGE_90_20130603T021427_20140726T021746_ADS_000000_1159.DEM.tar,S74,E013
60,DEM1_SAR_DGE_90_20101226T103201_20140303T225012_ADS_000000_4353.DEM.tar,N49,E109
61,DEM1_SAR_DGE_90_20101230T193231_20121230T194458_ADS_000000_1947.DEM.tar,S32,E146
62,DEM1_SAR_DGE_90_20130601T170236_20140702T170552_ADS_000000_5503.DEM.tar,S76,E149
63,DEM1_SAR_DGE_90_20130601T214541_20140809T215831_ADS_000000_2811.DEM.tar,S77,E062
64,DEM1_SAR_DGE_90_20110114T064257_20140203T194526_ADS_000000_3259.DEM.tar,N65,E163
65,DEM1_SAR_DGE_90_20110212T092731_20121208T093700_ADS_000000_1639.DEM.tar,N65,E118
66,DEM1_SAR_DGE_90_20110219T102940_20140915T102201_ADS_000000_1811.DEM.tar,N41,E111
67,DEM1_SAR_DGE_90_20110328T170727_20140327T170356_ADS_000000_9524.DEM.tar,N27,E012
68,DEM1_SAR_DGE_90_20110105T184927_20140108T081336_ADS_000000_7859.DEM.tar,N70,W024
69,DEM1_SAR_DGE_90_20110305T125206_20130402T125353_ADS_000000_9108.DEM.tar,N58,E071
70,DEM1_SAR_DGE_90_20110904T152639_20140210T033847_ADS_000000_9217.DEM.tar,N35,E035
71,DEM1_SAR_DGE_90_20110120T125124_20130402T125353_ADS_000000_6680.DEM.tar,N61,E070
72,DEM1_SAR_DGE_90_20101213T204024_20140210T095007_ADS_000000_6467.DEM.tar,N66,W050
73,DEM1_SAR_DGE_90_20130504T233541_20140821T072829_ADS_000000_4494.DEM.tar,S83,W055
74,DEM1_SAR_DGE_90_20130502T020154_20140603T014636_ADS_000000_2930.DEM.tar,S82,W096
75,DEM1_SAR_DGE_90_20110325T131721_20131226T131005_ADS_000000_1561.DEM.tar,N22,E071
76,DEM1_SAR_DGE_90_20101223T195821_20121109T201052_ADS_000000_6155.DEM.tar,S30,E140
77,DEM1_SAR_DGE_90_20110531T143344_20140314T022503_ADS_000000_9546.DEM.tar,N18,E052
78,DEM1_SAR_DGE_90_20110110T192927_20121127T193816_ADS_000000_6794.DEM.tar,S09,E151
79,DEM1_SAR_DGE_90_20110515T221455_20140418T095024_ADS_000000_1836.DEM.tar,S01,W061
80,DEM1_SAR_DGE_90_20101216T101933_20120629T102038_ADS_000000_2867.DEM.tar,N66,E107
81,DEM1_SAR_DGE_90_20130602T120215_20140908T114648_ADS_000000_1107.DEM.tar,S77,W143
82,DEM1_SAR_DGE_90_20101212T102356_20130628T103333_ADS_000000_1723.DEM.tar,S01,W071
83,DEM1_SAR_DGE_90_20130614T193649_20140710T193055_ADS_000000_1682.DEM.tar,S71,E120
84,DEM1_SAR_DGE_90_20110130T161735_20130103T161743_ADS_000000_9284.DEM.tar,N50,E022
85,DEM1_SAR_DGE_90_20110322T045016_20121031T044201_ADS_000000_4268.DEM.tar,N60,W168
86,DEM1_SAR_DGE_90_20130502T095608_20140528T094929_ADS_000000_8214.DEM.tar,S82,E144
87,DEM1_SAR_DGE_90_20110613T044136_20121031T044201_ADS_000000_4410.DEM.tar,N59,W167
88,DEM1_SAR_DGE_90_20101213T190620_20140330T083923_ADS_000000_8113.DEM.tar,N70,W027
89,DEM1_SAR_DGE_90_20110305T110848_20140821T111132_ADS_000000_8173.DEM.tar,N31,E103
90,DEM1_SAR_DGE_90_20101212T175129_20140228T091934_ADS_000000_1939.DEM.tar,N81,W022
91,DEM1_SAR_DGE_90_20130509T031134_20140713T091202_ADS_000000_4851.DEM.tar,S79,W120
92,DEM1_SAR_DGE_90_20110108T161631_20130109T161018_ADS_000000_5157.DEM.tar,N53,E023
93,DEM1_SAR_DGE_90_20110210T214153_20121007T214420_ADS_000000_2043.DEM.tar,S23,E117
94,DEM1_SAR_DGE_90_20110113T083323_20140118T211242_ADS_000000_1449.DEM.tar,N58,E136
95,DEM1_SAR_DGE_90_20110106T103456_20120924T103638_ADS_000000_9866.DEM.tar,N64,E103
96,DEM1_SAR_DGE_90_20101219T234127_20130425T234313_ADS_000000_0055.DEM.tar,N70,W095
97,DEM1_SAR_DGE_90_20130606T073914_20140604T073934_ADS_000000_5995.DEM.tar,S61,W047
98,DEM1_SAR_DGE_90_20130429T104751_20140714T103236_ADS_000000_5316.DEM.tar,S86,E171
99,DEM1_SAR_DGE_90_20110305T110848_20140912T111104_ADS_000000_4455.DEM.tar,N28,E103
100,DEM1_SAR_DGE_90_20110306T210742_20130414T211002_ADS_000000_3435.DEM.tar,S26,E125
101,DEM1_SAR_DGE_90_20110110T110049_20130501T105336_ADS_000000_7934.DEM.tar,N60,E099
102,DEM1_SAR_DGE_90_20110416T145532_20140317T030304_ADS_000000_9444.DEM.tar,N38,E044
103,DEM1_SAR_DGE_90_20110312T043410_20140811T044333_ADS_000000_8862.DEM.tar,N65,W167
104,DEM1_SAR_DGE_90_20110104T021546_20130922T150046_ADS_000000_4872.DEM.tar,S14,E050
105,DEM1_SAR_DGE_90_20101213T190620_20130425T190018_ADS_000000_0509.DEM.tar,N75,W031
106,DEM1_SAR_DGE_90_20101212T175129_20140306T104459_ADS_000000_7771.DEM.tar,N83,W036
107,DEM1_SAR_DGE_90_20130430T165001_20140908T181040_ADS_000000_0715.DEM.tar,S86,E065
108,DEM1_SAR_DGE_90_20110113T021451_20140916T021520_ADS_000000_3098.DEM.tar,N59,W129
109,DEM1_SAR_DGE_90_20110209T092846_20140323T093755_ADS_000000_4032.DEM.tar,S53,W070
110,DEM1_SAR_DGE_90_20101222T194243_20120430T194445_ADS_000000_7179.DEM.tar,N78,W048
111,DEM1_SAR_DGE_90_20110110T140903_20130523T140123_ADS_000000_1985.DEM.tar,N56,E053
112,DEM1_SAR_DGE_90_20101215T183303_20140406T111926_ADS_000000_8023.DEM.tar,N83,W043
113,DEM1_SAR_DGE_90_20110112T230146_20130719T225544_ADS_000000_4756.DEM.tar,N50,W078
114,DEM1_SAR_DGE_90_20101212T230244_20140325T230302_ADS_000000_0074.DEM.tar,S01,E099
115,DEM1_SAR_DGE_90_20130507T052055_20140823T144649_ADS_000000_9040.DEM.tar,S80,W154
116,DEM1_SAR_DGE_90_20110205T001813_20130413T001149_ADS_000000_7378.DEM.tar,N49,W098
117,DEM1_SAR_DGE_90_20101221T105824_20140326T233250_ADS_000000_1991.DEM.tar,S03,W080
118,DEM1_SAR_DGE_90_20110217T013208_20140816T013458_ADS_000000_8131.DEM.tar,N34,W114
119,DEM1_SAR_DGE_90_20130510T091245_20140522T064654_ADS_000000_6318.DEM.tar,S88,E166
120,DEM1_SAR_DGE_90_20110321T235508_20121224T234711_ADS_000000_2868.DEM.tar,N20,W087
121,DEM1_SAR_DGE_90_20101213T211038_20140707T094507_ADS_000000_1363.DEM.tar,S01,E127
122,DEM1_SAR_DGE_90_20110115T140909_20140227T015828_ADS_000000_7893.DEM.tar,N21,E059
123,DEM1_SAR_DGE_90_20110703T081212_20121007T081228_ADS_000000_6773.DEM.tar,N08,E149
124,DEM1_SAR_DGE_90_20110427T043018_20121119T043633_ADS_000000_3828.DEM.tar,S14,E016
125,DEM1_SAR_DGE_90_20110111T214903_20140328T105006_ADS_000000_3791.DEM.tar,N64,W065
126,DEM1_SAR_DGE_90_20110410T004551_20140409T003956_ADS_000000_6671.DEM.tar,N24,W101
127,DEM1_SAR_DGE_90_20110306T140227_20140221T020303_ADS_000000_6696.DEM.tar,N36,E059
128,DEM1_SAR_DGE_90_20110117T094048_20130718T094519_ADS_000000_0363.DEM.tar,S46,W070
129,DEM1_SAR_DGE_90_20101227T115123_20140910T115356_ADS_000000_4768.DEM.tar,N55,E088
130,DEM1_SAR_DGE_90_20110117T094048_20130106T095347_ADS_000000_7483.DEM.tar,S42,W069
131,DEM1_SAR_DGE_90_20130601T214541_20140809T215831_ADS_000000_2659.DEM.tar,S76,E070
132,DEM1_SAR_DGE_90_20130616T234704_20140904T235818_ADS_000000_2527.DEM.tar,S74,E051
133,DEM1_SAR_DGE_90_20110115T093720_20121208T093847_ADS_000000_8019.DEM.tar,N73,E113
134,DEM1_SAR_DGE_90_20110701T182233_20140323T181500_ADS_000000_9613.DEM.tar,N36,W006
135,DEM1_SAR_DGE_90_20110116T183203_20140402T182846_ADS_000000_9347.DEM.tar,N23,W008
136,DEM1_SAR_DGE_90_20130430T165001_20140612T163421_ADS_000000_1122.DEM.tar,S84,E057
137,DEM1_SAR_DGE_90_20101217T051903_20140104T185220_ADS_000000_6031.DEM.tar,N71,E178
138,DEM1_SAR_DGE_90_20130506T102242_20140521T101619_ADS_000000_4980.DEM.tar,S81,E138
139,DEM1_SAR_DGE_90_20110424T083226_20130425T082557_ADS_000000_0623.DEM.tar,S03,W042
140,DEM1_SAR_DGE_90_20110308T115415_20140117T113921_ADS_000000_4324.DEM.tar,N40,E090
141,DEM1_SAR_DGE_90_20110101T071807_20130508T072023_ADS_000000_5707.DEM.tar,N71,E151
142,DEM1_SAR_DGE_90_20130429T104751_20140714T103236_ADS_000000_7890.DEM.tar,S82,E135
143,DEM1_SAR_DGE_90_20101212T144204_20121104T144234_ADS_000000_4955.DEM.tar,N80,E027
144,DEM1_SAR_DGE_90_20110104T221414_20140124T113140_ADS_000000_8797.DEM.tar,N71,W073
145,DEM1_SAR_DGE_90_20130430T165001_20140826T171018_ADS_000000_5271.DEM.tar,S85,E053
146,DEM1_SAR_DGE_90_20110327T235428_20130527T235832_ADS_000000_6389.DEM.tar,N54,W094
147,DEM1_SAR_DGE_90_20101225T140207_20120805T135617_ADS_000000_9299.DEM.tar,N65,E053
148,DEM1_SAR_DGE_90_20110215T090612_20140219T090721_ADS_000000_5519.DEM.tar,S04,W051
149,DEM1_SAR_DGE_90_20101219T093015_20140131T234321_ADS_000000_5155.DEM.tar,N76,E113
150,DEM1_SAR_DGE_90_20110324T010120_20140107T132215_ADS_000000_6031.DEM.tar,N44,W107
151,DEM1_SAR_DGE_90_20130429T060318_20140610T060452_ADS_000000_6338.DEM.tar,S85,W136
152,DEM1_SAR_DGE_90_20110120T181425_20130203T070456_ADS_000000_6097.DEM.tar,S19,E168
153,DEM1_SAR_DGE_90_20110321T015512_20140826T015721_ADS_000000_2211.DEM.tar,N52,W122
154,DEM1_SAR_DGE_90_20110311T233425_20140412T232639_ADS_000000_8393.DEM.tar,N08,W080
155,DEM1_SAR_DGE_90_20130608T225548_20140907T230718_ADS_000000_2399.DEM.tar,S75,E059
156,DEM1_SAR_DGE_90_20101223T213307_20130327T213545_ADS_000000_9747.DEM.tar,S25,E118
157,DEM1_SAR_DGE_90_20110421T070221_20121028T065406_ADS_000000_3453.DEM.tar,N05,E168
158,DEM1_SAR_DGE_90_20110207T012049_20121106T012339_ADS_000000_4283.DEM.tar,N58,W115
159,DEM1_SAR_DGE_90_20130504T140635_20140610T140032_ADS_000000_9860.DEM.tar,S80,E078
160,DEM1_SAR_DGE_90_20110101T071807_20130405T071845_ADS_000000_4487.DEM.tar,N66,E152
161,DEM1_SAR_DGE_90_20130605T013930_20140904T174640_ADS_000000_6056.DEM.tar,S69,E032
162,DEM1_SAR_DGE_90_20110118T175752_20140106T175247_ADS_000000_9888.DEM.tar,N14,E002
163,DEM1_SAR_DGE_90_20110106T150837_20140301T150152_ADS_000000_6437.DEM.tar,N23,E043
164,DEM1_SAR_DGE_90_20130502T020154_20140602T020351_ADS_000000_5934.DEM.tar,S83,W095
165,DEM1_SAR_DGE_90_20101220T232557_20120715T230924_ADS_000000_0971.DEM.tar,N73,W094
166,DEM1_SAR_DGE_90_20130512T004404_20140705T002756_ADS_000000_8944.DEM.tar,S88,W052
167,DEM1_SAR_DGE_90_20110110T105044_20140417T224002_ADS_000000_8594.DEM.tar,N23,E109
168,DEM1_SAR_DGE_90_20130502T095608_20140908T163142_ADS_000000_9014.DEM.tar,S79,E137
169,DEM1_SAR_DGE_90_20130605T190209_20140722T191203_ADS_000000_5287.DEM.tar,S70,E131
170,DEM1_SAR_DGE_90_20101214T233250_20120703T232634_ADS_000000_5067.DEM.tar,N72,W096
171,DEM1_SAR_DGE_90_20101219T152938_20140902T153420_ADS_000000_4657.DEM.tar,N10,E039
172,DEM1_SAR_DGE_90_20101230T092613_20130706T091851_ADS_000000_8496.DEM.tar,N62,E122
173,DEM1_SAR_DGE_90_20110126T123618_20140907T123809_ADS_000000_0515.DEM.tar,N30,E081
174,DEM1_SAR_DGE_90_20111003T102157_20130102T101456_ADS_000000_5631.DEM.tar,N43,E113
175,DEM1_SAR_DGE_90_20130502T210005_20140622T213607_ADS_000000_3094.DEM.tar,S83,W017
176,DEM1_SAR_DGE_90_20110331T130902_20140117T010602_ADS_000000_9803.DEM.tar,N25,E073
177,DEM1_SAR_DGE_90_20110504T124727_20121126T124840_ADS_000000_5693.DEM.tar,N08,E080
178,DEM1_SAR_DGE_90_20130430T182451_20140908T181040_ADS_000000_3911.DEM.tar,S85,E036
179,DEM1_SAR_DGE_90_20110723T173150_20121221T173202_ADS_000000_6375.DEM.tar,S21,W179
180,DEM1_SAR_DGE_90_20130506T212639_20140825T061829_ADS_000000_4576.DEM.tar,S80,W030
181,DEM1_SAR_DGE_90_20101215T010741_20121123T011853_ADS_000000_5931.DEM.tar,N72,W120
182,DEM1_SAR_DGE_90_20110315T002649_20121018T002931_ADS_000000_4261.DEM.tar,N46,W100
183,DEM1_SAR_DGE_90_20110214T101646_20140403T101816_ADS_000000_7328.DEM.tar,N26,E117
184,DEM1_SAR_DGE_90_20101216T163920_20140916T163103_ADS_000000_4741.DEM.tar,N67,E012
185,DEM1_SAR_DGE_90_20101213T221754_20140302T132932_ADS_000000_1003.DEM.tar,N81,W092
186,DEM1_SAR_DGE_90_20110219T120301_20140909T120446_ADS_000000_4290.DEM.tar,N37,E088
187,DEM1_SAR_DGE_90_20110201T105616_20130614T104905_ADS_000000_8132.DEM.tar,N46,E104
188,DEM1_SAR_DGE_90_20101212T223446_20140622T125554_ADS_000000_8547.DEM.tar,N78,W086
189,DEM1_SAR_DGE_90_20110214T230251_20121017T225629_ADS_000000_4660.DEM.tar,N57,W080
190,DEM1_SAR_DGE_90_20101219T033839_20121127T035217_ADS_000000_7680.DEM.tar,S15,E028
191,DEM1_SAR_DGE_90_20110103T095235_20130413T094603_ADS_000000_3119.DEM.tar,N66,E114
192,DEM1_SAR_DGE_90_20101218T081023_20140122T213506_ADS_000000_6490.DEM.tar,N70,E137
193,DEM1_SAR_DGE_90_20110210T002905_20130709T003038_ADS_000000_0523.DEM.tar,N54,W101
194,DEM1_SAR_DGE_90_20101217T085742_20131129T090156_ADS_000000_6521.DEM.tar,S07,W050
195,DEM1_SAR_DGE_90_20110210T174237_20130114T054148_ADS_000000_5107.DEM.tar,N23,E005
196,DEM1_SAR_DGE_90_20110112T023235_20140915T023332_ADS_000000_3463.DEM.tar,N62,W135
197,DEM1_SAR_DGE_90_20110302T221241_20140408T221326_ADS_000000_6773.DEM.tar,S08,E112
198,DEM1_SAR_DGE_90_20130429T104751_20140714T103236_ADS_000000_4997.DEM.tar,S86,E162
199,DEM1_SAR_DGE_90_20101222T090618_20130714T091253_ADS_000000_9660.DEM.tar,S15,W054
200,DEM1_SAR_DGE_90_20130602T071713_20140727T020427_ADS_000000_8507.DEM.tar,S77,W071
201,DEM1_SAR_DGE_90_20101216T194843_20130405T200157_ADS_000000_9711.DEM.tar,N73,W041
202,DEM1_SAR_DGE_90_20110413T153814_20140827T154111_ADS_000000_6297.DEM.tar,N06,E037
203,DEM1_SAR_DGE_90_20101221T030409_20130919T155413_ADS_000000_9927.DEM.tar,S10,E037
204,DEM1_SAR_DGE_90_20130604T081721_20140829T081855_ADS_000000_7943.DEM.tar,S75,W080
205,DEM1_SAR_DGE_90_20110301T232629_20130329T233023_ADS_000000_5107.DEM.tar,N47,W085
206,DEM1_SAR_DGE_90_20101220T104524_20120606T103943_ADS_000000_4171.DEM.tar,N67,E101
207,DEM1_SAR_DGE_90_20110130T020534_20140905T021655_ADS_000000_7471.DEM.tar,N65,W129
208,DEM1_SAR_DGE_90_20130510T232624_20140523T190828_ADS_000000_7154.DEM.tar,S88,W010
209,DEM1_SAR_DGE_90_20110111T214903_20140212T105015_ADS_000000_8075.DEM.tar,N67,W066
210,DEM1_SAR_DGE_90_20101224T235239_20130528T234436_ADS_000000_8719.DEM.tar,N76,W105
211,DEM1_SAR_DGE_90_20110104T221414_20120815T220707_ADS_000000_4042.DEM.tar,N64,W072
212,DEM1_SAR_DGE_90_20101231T095255_20140823T095512_ADS_000000_1191.DEM.tar,S47,W073
213,DEM1_SAR_DGE_90_20130605T155444_20140729T092457_ADS_000000_6739.DEM.tar,S74,E168
214,DEM1_SAR_DGE_90_20110106T134311_20130405T133526_ADS_000000_2246.DEM.tar,N56,E060
215,DEM1_SAR_DGE_90_20101222T101056_20130714T101251_ADS_000000_5335.DEM.tar,N68,E108
216,DEM1_SAR_DGE_90_20110107T132556_20121001T131849_ADS_000000_8860.DEM.tar,N58,E064
217,DEM1_SAR_DGE_90_20130604T112726_20140718T061448_ADS_000000_0775.DEM.tar,S77,W134
218,DEM1_SAR_DGE_90_20110211T050011_20140209T180122_ADS_000000_9120.DEM.tar,N65,W174
219,DEM1_SAR_DGE_90_20110106T103456_20121022T102758_ADS_000000_8804.DEM.tar,N59,E106
220,DEM1_SAR_DGE_90_20110624T105051_20140913T105505_ADS_000000_1026.DEM.tar,N25,E107
221,DEM1_SAR_DGE_90_20130429T104751_20140905T172316_ADS_000000_9511.DEM.tar,S85,E150
222,DEM1_SAR_DGE_90_20110626T180632_20130724T180915_ADS_000000_2694.DEM.tar,N14,W001
223,DEM1_SAR_DGE_90_20110113T174843_20141025T174330_ADS_000000_9956.DEM.tar,N14,E004
224,DEM1_SAR_DGE_90_20110513T181434_20140403T181508_ADS_000000_9540.DEM.tar,N36,W004
225,DEM1_SAR_DGE_90_20110414T205646_20120514T205742_ADS_000000_5052.DEM.tar,S14,E129
226,DEM1_SAR_DGE_90_20101218T081023_20140302T212721_ADS_000000_6711.DEM.tar,N69,E136
227,DEM1_SAR_DGE_90_20110408T203418_20130425T203509_ADS_000000_2499.DEM.tar,N77,W060
228,DEM1_SAR_DGE_90_20110329T010529_20140812T010812_ADS_000000_7878.DEM.tar,N34,W107
229,DEM1_SAR_DGE_90_20110316T000601_20140912T000810_ADS_000000_7525.DEM.tar,N30,W092
230,DEM1_SAR_DGE_90_20110107T202620_20121124T203605_ADS_000000_5903.DEM.tar,S30,E133
231,DEM1_SAR_DGE_90_20110124T042140_20121001T042652_ADS_000000_3900.DEM.tar,S14,E018
232,DEM1_SAR_DGE_90_20130605T013930_20140904T174640_ADS_000000_6131.DEM.tar,S69,E034
233,DEM1_SAR_DGE_90_20101227T163724_20140117T053936_ADS_000000_tpfq.DEM.tar,N64,E014
234,DEM1_SAR_DGE_90_20101230T153243_20141124T152559_ADS_000000_5219.DEM.tar,N16,E039
235,DEM1_SAR_DGE_90_20110117T010422_20130519T005643_ADS_000000_7222.DEM.tar,N56,W110
236,DEM1_SAR_DGE_90_20110301T011813_20140908T011840_ADS_000000_4473.DEM.tar,N41,W111
237,DEM1_SAR_DGE_90_20101222T042145_20140217T164754_ADS_000000_2521.DEM.tar,N00,E020
238,DEM1_SAR_DGE_90_20110110T220530_20140328T105006_ADS_000000_3861.DEM.tar,N64,W067
239,DEM1_SAR_DGE_90_20110104T211741_20130402T212700_ADS_000000_9451.DEM.tar,S28,E121
240,DEM1_SAR_DGE_90_20110428T103227_20130628T103333_ADS_000000_6915.DEM.tar,S02,W072
241,DEM1_SAR_DGE_90_20130611T185333_20140805T103613_ADS_000000_5192.DEM.tar,S68,E138
242,DEM1_SAR_DGE_90_20110119T125918_20140209T004928_ADS_000000_6037.DEM.tar,N21,E077
243,DEM1_SAR_DGE_90_20110213T170251_20120902T165554_ADS_000000_ZoRd.DEM.tar,N58,E010
244,DEM1_SAR_DGE_90_20110117T181455_20131209T180226_ADS_000000_2005.DEM.tar,N20,W003
245,DEM1_SAR_DGE_90_20110505T233426_20140827T233523_ADS_000000_8465.DEM.tar,N08,W082
246,DEM1_SAR_DGE_90_20130522T085538_20140523T080431_ADS_000000_4389.DEM.tar,S90,E147
247,DEM1_SAR_DGE_90_20110105T174534_20120821T174609_ADS_000000_7119.DEM.tar,S09,E178
248,DEM1_SAR_DGE_90_20110104T155032_20130528T154313_ADS_000000_1510.DEM.tar,N49,E030
249,DEM1_SAR_DGE_90_20110127T135247_20140222T014655_ADS_000000_1995.DEM.tar,N32,E062
250,DEM1_SAR_DGE_90_20110318T134412_20140413T014010_ADS_000000_0603.DEM.tar,N25,E064
251,DEM1_SAR_DGE_90_20110207T192435_20140312T082940_ADS_000000_0935.DEM.tar,S25,E151
252,DEM1_SAR_DGE_90_20110103T023512_20120523T023602_ADS_000000_3059.DEM.tar,S21,E043
253,DEM1_SAR_DGE_90_20130429T042828_20140610T060452_ADS_000000_0076.DEM.tar,S86,W106
254,DEM1_SAR_DGE_90_20110114T125808_20121019T125157_ADS_000000_7862.DEM.tar,N52,E072
255,DEM1_SAR_DGE_90_20110115T154727_20140805T154758_ADS_000000_9139.DEM.tar,N35,E033
256,DEM1_SAR_DGE_90_20110204T144548_20131231T024724_ADS_000000_7849.DEM.tar,N31,E048
257,DEM1_SAR_DGE_90_20110111T135148_20130707T134454_ADS_000000_0350.DEM.tar,N57,E058
