CPP filename,Lat,Long
DEM1_SAR_DGE_90_20110113T223207_20140221T100653_ADS_000000_6361.DEM.tar,N03,W065
DEM1_SAR_DGE_90_20110131T000604_20121218T235955_ADS_000000_7338.DEM.tar,N34,W092
DEM1_SAR_DGE_90_20101227T202308_20121022T203518_ADS_000000_2691.DEM.tar,S23,E135
DEM1_SAR_DGE_90_20130510T232624_20140520T182520_ADS_000000_7259.DEM.tar,S88,W006
DEM1_SAR_DGE_90_20110429T001013_20120916T001232_ADS_000000_1349.DEM.tar,N47,W096
DEM1_SAR_DGE_90_20140607T065213_20140730T011259_ADS_000000_7303.DEM.tar,S76,W060
DEM1_SAR_DGE_90_20110326T112506_20140911T112825_ADS_000000_2579.DEM.tar,N22,E099
DEM1_SAR_DGE_90_20110128T041519_20140812T042636_ADS_000000_0247.DEM.tar,N66,W163
DEM1_SAR_DGE_90_20130429T073809_20140612T070527_ADS_000000_7187.DEM.tar,S87,W132
DEM1_SAR_DGE_90_20110614T042301_20140914T042347_ADS_000000_0258.DEM.tar,N55,W160
DEM1_SAR_DGE_90_20110112T085129_20140202T213704_ADS_000000_9160.DEM.tar,N63,E130
DEM1_SAR_DGE_90_20130512T004404_20140705T002756_ADS_000000_4132.DEM.tar,S87,W061
DEM1_SAR_DGE_90_20110328T033833_20121122T034332_ADS_000000_2891.DEM.tar,S04,E031
DEM1_SAR_DGE_90_20110201T234110_20130414T234337_ADS_000000_0161.DEM.tar,N70,W098
DEM1_SAR_DGE_90_20130429T104751_20140714T103236_ADS_000000_4997.DEM.tar,S86,E162
DEM1_SAR_DGE_90_20130513T020336_20140828T083735_ADS_000000_1889.DEM.tar,S78,W106
DEM1_SAR_DGE_90_20130430T182451_20140908T181040_ADS_000000_0324.DEM.tar,S86,E054
DEM1_SAR_DGE_90_20110130T113047_20130324T234249_ADS_000000_2574.DEM.tar,N44,E096
DEM1_SAR_DGE_90_20101225T012620_20120713T013532_ADS_000000_6147.DEM.tar,N72,W126
DEM1_SAR_DGE_90_20130429T104751_20140610T105050_ADS_000000_0818.DEM.tar,S83,E133
DEM1_SAR_DGE_90_20130602T071713_20140815T012130_ADS_000000_7403.DEM.tar,S75,W065
DEM1_SAR_DGE_90_20130510T060303_20140524T012752_ADS_000000_6091.DEM.tar,S89,W099
DEM1_SAR_DGE_90_20101212T151241_20120830T151306_ADS_000000_9079.DEM.tar,S17,W145
DEM1_SAR_DGE_90_20130507T052055_20140823T144649_ADS_000000_8968.DEM.tar,S80,W152
DEM1_SAR_DGE_90_20101216T005027_20130411T005216_ADS_000000_0559.DEM.tar,N70,W111
DEM1_SAR_DGE_90_20130510T091245_20140522T051203_ADS_000000_8249.DEM.tar,S89,W159
DEM1_SAR_DGE_90_20130502T082117_20140612T084131_ADS_000000_5695.DEM.tar,S84,E178
DEM1_SAR_DGE_90_20130502T020154_20140603T014540_ADS_000000_3806.DEM.tar,S85,W076
DEM1_SAR_DGE_90_20110120T235327_20121105T234718_ADS_000000_3689.DEM.tar,N51,W091
DEM1_SAR_DGE_90_20130429T104751_20140806T163154_ADS_000000_4593.DEM.tar,S86,E152
DEM1_SAR_DGE_90_20110228T093347_20140406T093456_ADS_000000_9341.DEM.tar,N59,E121
DEM1_SAR_DGE_90_20101213T142450_20120417T135913_ADS_000000_5171.DEM.tar,N80,E033
DEM1_SAR_DGE_90_20110219T230919_20120902T231300_ADS_000000_2141.DEM.tar,N52,W082
DEM1_SAR_DGE_90_20130504T220050_20140824T063541_ADS_000000_7734.DEM.tar,S81,W035
DEM1_SAR_DGE_90_20110130T191642_20130412T191753_ADS_000000_3271.DEM.tar,N14,W017
DEM1_SAR_DGE_90_20110419T184034_20140327T183806_ADS_000000_3659.DEM.tar,N22,W011
DEM1_SAR_DGE_90_20130601T090915_20140810T024823_ADS_000000_8871.DEM.tar,S74,W090
DEM1_SAR_DGE_90_20110125T142728_20140225T022914_ADS_000000_9856.DEM.tar,N35,E053
DEM1_SAR_DGE_90_20110221T144034_20120915T144334_ADS_000000_5881.DEM.tar,N48,E046
DEM1_SAR_DGE_90_20130522T182445_20140523T190828_ADS_000000_5975.DEM.tar,S90,W012
DEM1_SAR_DGE_90_20130430T054604_20140817T145528_ADS_000000_2250.DEM.tar,S81,W160
DEM1_SAR_DGE_90_20130430T165001_20140601T163546_ADS_000000_8415.DEM.tar,S80,E038
DEM1_SAR_DGE_90_20130430T072055_20140612T070527_ADS_000000_8534.DEM.tar,S83,W167
DEM1_SAR_DGE_90_20110123T150729_20130331T150058_ADS_000000_8108.DEM.tar,N51,E040
DEM1_SAR_DGE_90_20110107T115614_20120522T114802_ADS_000000_6795.DEM.tar,N73,E079
DEM1_SAR_DGE_90_20101228T131024_20140820T131230_ADS_000000_1283.DEM.tar,N66,E063
DEM1_SAR_DGE_90_20110505T092615_20121208T092633_ADS_000000_9640.DEM.tar,N28,E128
DEM1_SAR_DGE_90_20130429T060318_20140804T104728_ADS_000000_1060.DEM.tar,S86,W129
DEM1_SAR_DGE_90_20130430T213434_20140622T213607_ADS_000000_6533.DEM.tar,S84,W020
DEM1_SAR_DGE_90_20110313T085547_20140302T213055_ADS_000000_6316.DEM.tar,N55,E131
DEM1_SAR_DGE_90_20110125T125240_20130418T125425_ADS_000000_1865.DEM.tar,N27,E077
DEM1_SAR_DGE_90_20101217T193406_20130417T194406_ADS_000000_0799.DEM.tar,N75,W039
DEM1_SAR_DGE_90_20110123T225138_20140904T225237_ADS_000000_7329.DEM.tar,N10,W071
DEM1_SAR_DGE_90_20101222T225231_20140325T131311_ADS_000000_8727.DEM.tar,N78,W091
DEM1_SAR_DGE_90_20110411T162819_20130412T162116_ADS_000000_4809.DEM.tar,N61,E016
DEM1_SAR_DGE_90_20110407T185819_20170106T185953_ADS_000000_2201.DEM.tar,N09,W013
DEM1_SAR_DGE_90_20130620T192758_20140812T193156_ADS_000000_3991.DEM.tar,S76,E107
DEM1_SAR_DGE_90_20110320T144157_20140330T143746_ADS_000000_6695.DEM.tar,N19,E050
DEM1_SAR_DGE_90_20110122T182319_20130712T182402_ADS_000000_8097.DEM.tar,N06,W003
DEM1_SAR_DGE_90_20130502T192514_20140609T190120_ADS_000000_6366.DEM.tar,S83,E010
DEM1_SAR_DGE_90_20130607T024010_20140727T192943_ADS_000000_2663.DEM.tar,S73,E013
DEM1_SAR_DGE_90_20110420T120824_20140914T121113_ADS_000000_8344.DEM.tar,N28,E087
DEM1_SAR_DGE_90_20110311T234023_20130528T233433_ADS_000000_6903.DEM.tar,N39,W086
DEM1_SAR_DGE_90_20110512T204906_20121215T205323_ADS_000000_2511.DEM.tar,S23,E130
DEM1_SAR_DGE_90_20130510T060303_20140522T033712_ADS_000000_2506.DEM.tar,S88,W142
DEM1_SAR_DGE_90_20110202T191631_20140312T082830_ADS_000000_3669.DEM.tar,S29,E152
DEM1_SAR_DGE_90_20110529T230406_20121129T230505_ADS_000000_4027.DEM.tar,N22,W076
DEM1_SAR_DGE_90_20130429T122242_20140612T132439_ADS_000000_8248.DEM.tar,S85,E120
DEM1_SAR_DGE_90_20110314T092639_20130713T093541_ADS_000000_9499.DEM.tar,S45,W066
DEM1_SAR_DGE_90_20130501T225211_20140622T231225_ADS_000000_7015.DEM.tar,S84,W033
DEM1_SAR_DGE_90_20101214T154134_20140806T154248_ADS_000000_9735.DEM.tar,N79,E014
DEM1_SAR_DGE_90_20101227T025759_20130331T025841_ADS_000000_9998.DEM.tar,S10,E039
DEM1_SAR_DGE_90_20101225T233508_20130512T233604_ADS_000000_8575.DEM.tar,N76,W101
DEM1_SAR_DGE_90_20110621T100835_20130422T101213_ADS_000000_5818.DEM.tar,N34,E116
DEM1_SAR_DGE_90_20110108T112236_20140831T112807_ADS_000000_5903.DEM.tar,N17,E101
DEM1_SAR_DGE_90_20110330T084735_20140824T084833_ADS_000000_9248.DEM.tar,N46,E135
DEM1_SAR_DGE_90_20110105T215756_20141124T215930_ADS_000000_9599.DEM.tar,N69,W069
DEM1_SAR_DGE_90_20130515T012906_20140818T082020_ADS_000000_1475.DEM.tar,S78,W095
DEM1_SAR_DGE_90_20111208T163737_20141007T163904_ADS_000000_0772.DEM.tar,N32,E019
DEM1_SAR_DGE_90_20130522T195935_20140523T204319_ADS_000000_6983.DEM.tar,S90,W040
DEM1_SAR_DGE_90_20101212T192531_20130417T194406_ADS_000000_2219.DEM.tar,N79,W046
DEM1_SAR_DGE_90_20110105T121701_20140828T121949_ADS_000000_8310.DEM.tar,N28,E086
DEM1_SAR_DGE_90_20110407T142619_20130402T142717_ADS_000000_3345.DEM.tar,N53,E049
DEM1_SAR_DGE_90_20110223T233317_20121209T232758_ADS_000000_6631.DEM.tar,N40,W085
DEM1_SAR_DGE_90_20130516T024643_20140715T053152_ADS_000000_2183.DEM.tar,S78,W114
DEM1_SAR_DGE_90_20110413T092756_20140913T092224_ADS_000000_8839.DEM.tar,N39,E127
DEM1_SAR_DGE_90_20110115T124247_20121031T123445_ADS_000000_5663.DEM.tar,N54,E076
DEM1_SAR_DGE_90_20110117T181455_20130524T181730_ADS_000000_4817.DEM.tar,N12,W002
DEM1_SAR_DGE_90_20101219T234127_20130414T234337_ADS_000000_9019.DEM.tar,N67,W094
DEM1_SAR_DGE_90_20110115T075946_20140130T205402_ADS_000000_9628.DEM.tar,N63,E143
DEM1_SAR_DGE_90_20130430T151510_20140612T163421_ADS_000000_7817.DEM.tar,S87,E110
DEM1_SAR_DGE_90_20110111T104334_20130410T103622_ADS_000000_7834.DEM.tar,N61,E102
DEM1_SAR_DGE_90_20101221T085319_20140210T222622_ADS_000000_2259.DEM.tar,N72,E125
DEM1_SAR_DGE_90_20101223T023356_20140410T024326_ADS_000000_0591.DEM.tar,S18,E044
DEM1_SAR_DGE_90_20130606T012227_20140824T174640_ADS_000000_2177.DEM.tar,S70,E036
DEM1_SAR_DGE_90_20110519T225118_20121119T225305_ADS_000000_7875.DEM.tar,N40,W075
DEM1_SAR_DGE_90_20101219T234127_20130414T234337_ADS_000000_7761.DEM.tar,N66,W094
DEM1_SAR_DGE_90_20101213T204024_20130328T204123_ADS_000000_4806.DEM.tar,N65,W047
DEM1_SAR_DGE_90_20130604T095205_20140718T030604_ADS_000000_0367.DEM.tar,S73,W098
DEM1_SAR_DGE_90_20101215T150452_20130410T150650_ADS_000000_0977.DEM.tar,N07,E047
DEM1_SAR_DGE_90_20101213T111117_20130329T105657_ADS_000000_7191.DEM.tar,N73,E090
DEM1_SAR_DGE_90_20110313T085547_20140107T211509_ADS_000000_9841.DEM.tar,N51,E133
DEM1_SAR_DGE_90_20110408T082351_20140705T211832_ADS_000000_0699.DEM.tar,S20,W044
DEM1_SAR_DGE_90_20110101T071807_20140130T205144_ADS_000000_2799.DEM.tar,N72,E148
DEM1_SAR_DGE_90_20130603T003815_20140828T003919_ADS_000000_7627.DEM.tar,S66,E052
DEM1_SAR_DGE_90_20130510T104736_20140521T070408_ADS_000000_6137.DEM.tar,S88,E163
DEM1_SAR_DGE_90_20110219T010505_20120811T010847_ADS_000000_4211.DEM.tar,N58,W113
DEM1_SAR_DGE_90_20110111T120902_20140914T121113_ADS_000000_0725.DEM.tar,N30,E087
DEM1_SAR_DGE_90_20110212T082818_20140311T212654_ADS_000000_9487.DEM.tar,S22,W045
DEM1_SAR_DGE_90_20110405T003930_20140318T004024_ADS_000000_2043.DEM.tar,N26,W100
DEM1_SAR_DGE_90_20130506T133224_20140725T195825_ADS_000000_4635.DEM.tar,S78,E084
DEM1_SAR_DGE_90_20130522T103029_20140522T095635_ADS_000000_3347.DEM.tar,S90,E118
DEM1_SAR_DGE_90_20130601T214541_20140816T213303_ADS_000000_2839.DEM.tar,S76,E075
DEM1_SAR_DGE_90_20110422T020852_20140825T021130_ADS_000000_2663.DEM.tar,N44,W124
DEM1_SAR_DGE_90_20130510T232624_20140523T190828_ADS_000000_3031.DEM.tar,S89,W014
DEM1_SAR_DGE_90_20110822T081246_20140325T081315_ADS_000000_1475.DEM.tar,N43,E144
DEM1_SAR_DGE_90_20110601T110645_20140912T111104_ADS_000000_2723.DEM.tar,N22,E103
DEM1_SAR_DGE_90_20110123T162957_20141002T162515_ADS_000000_9473.DEM.tar,N09,E025
DEM1_SAR_DGE_90_20101215T121137_20130405T120449_ADS_000000_0271.DEM.tar,N65,E080
DEM1_SAR_DGE_90_20130429T122242_20140610T122416_ADS_000000_0062.DEM.tar,S83,E112
DEM1_SAR_DGE_90_20101221T093628_20130421T094630_ADS_000000_4071.DEM.tar,S53,W071
DEM1_SAR_DGE_90_20110102T161245_20130606T160715_ADS_000000_9617.DEM.tar,N09,E029
DEM1_SAR_DGE_90_20101220T045615_20140405T173041_ADS_000000_1795.DEM.tar,S02,E011
DEM1_SAR_DGE_90_20110101T071807_20130405T071845_ADS_000000_4523.DEM.tar,N66,E153
DEM1_SAR_DGE_90_20130602T212820_20140907T213034_ADS_000000_7731.DEM.tar,S72,E090
DEM1_SAR_DGE_90_20130502T082117_20140823T162305_ADS_000000_2302.DEM.tar,S83,E174
DEM1_SAR_DGE_90_20110321T001143_20140214T120339_ADS_000000_2353.DEM.tar,N18,W092
DEM1_SAR_DGE_90_20110222T014336_20140127T135728_ADS_000000_9855.DEM.tar,N41,W118
DEM1_SAR_DGE_90_20110119T173959_20141107T051308_ADS_000000_8095.DEM.tar,N03,E009
DEM1_SAR_DGE_90_20101212T192324_20120518T191701_ADS_000000_9423.DEM.tar,N73,W033
DEM1_SAR_DGE_90_20101217T200231_20121125T201250_ADS_000000_0611.DEM.tar,S10,E143
DEM1_SAR_DGE_90_20101216T091456_20130708T091721_ADS_000000_7133.DEM.tar,S08,W055
DEM1_SAR_DGE_90_20110214T180858_20140312T060715_ADS_000000_5939.DEM.tar,N29,W002
DEM1_SAR_DGE_90_20110124T145336_20130428T145504_ADS_000000_5839.DEM.tar,N63,E038
DEM1_SAR_DGE_90_20101215T183303_20140406T111926_ADS_000000_8059.DEM.tar,N83,W044
DEM1_SAR_DGE_90_20130604T033202_20140801T224623_ADS_000000_7311.DEM.tar,S77,W020
DEM1_SAR_DGE_90_20110109T185812_20130516T190031_ADS_000000_7565.DEM.tar,N08,W012
DEM1_SAR_DGE_90_20110201T185609_20131218T075740_ADS_000000_2927.DEM.tar,N64,W021
DEM1_SAR_DGE_90_20110308T101937_20140904T102147_ADS_000000_5152.DEM.tar,N40,E113
DEM1_SAR_DGE_90_20101220T204758_20121026T210155_ADS_000000_6363.DEM.tar,S24,E128
DEM1_SAR_DGE_90_20110129T022433_20140916T021659_ADS_000000_4057.DEM.tar,N65,W134
DEM1_SAR_DGE_90_20101218T001557_20130402T001819_ADS_000000_1439.DEM.tar,N73,W107
DEM1_SAR_DGE_90_20110212T154122_20130523T153436_ADS_000000_7866.DEM.tar,N45,E033
DEM1_SAR_DGE_90_20130510T232624_20140604T220120_ADS_000000_7259.DEM.tar,S88,W013
DEM1_SAR_DGE_90_20101221T132126_20130113T131311_ADS_000000_8593.DEM.tar,N04,E073
DEM1_SAR_DGE_90_20110204T224713_20130531T224904_ADS_000000_1663.DEM.tar,N62,W079
DEM1_SAR_DGE_90_20110205T001813_20130413T001149_ADS_000000_3320.DEM.tar,N45,W097
DEM1_SAR_DGE_90_20110311T034709_20140224T162116_ADS_000000_8139.DEM.tar,S03,E029
DEM1_SAR_DGE_90_20110313T005910_20140909T010044_ADS_000000_5139.DEM.tar,N37,W106
DEM1_SAR_DGE_90_20101217T100501_20140303T095754_ADS_000000_6935.DEM.tar,N80,E098
DEM1_SAR_DGE_90_20110415T072256_20131118T194741_ADS_000000_8106.DEM.tar,N54,E156
DEM1_SAR_DGE_90_20130728T083135_20140804T233323_ADS_000000_6595.DEM.tar,S63,W061
DEM1_SAR_DGE_90_20110121T170426_20131224T165309_ADS_000000_6473.DEM.tar,N13,E016
DEM1_SAR_DGE_90_20110819T042304_20140914T042347_ADS_000000_8406.DEM.tar,N56,W161
DEM1_SAR_DGE_90_20110125T174147_20140111T055405_ADS_000000_4471.DEM.tar,N46,E003
DEM1_SAR_DGE_90_20130510T184151_20140520T151538_ADS_000000_1256.DEM.tar,S88,E041
DEM1_SAR_DGE_90_20101221T202755_20130513T203739_ADS_000000_3259.DEM.tar,S06,E137
DEM1_SAR_DGE_90_20110108T160711_20121229T160210_ADS_000000_9376.DEM.tar,N20,E029
DEM1_SAR_DGE_90_20110302T151213_20130707T151459_ADS_000000_6960.DEM.tar,N33,E041
DEM1_SAR_DGE_90_20101213T034716_20130408T035028_ADS_000000_0675.DEM.tar,S08,E027
DEM1_SAR_DGE_90_20130605T172804_20140717T172923_ADS_000000_9927.DEM.tar,S72,E151
DEM1_SAR_DGE_90_20110811T001048_20130222T001138_ADS_000000_9785.DEM.tar,N13,W092
DEM1_SAR_DGE_90_20101230T033837_20130821T162011_ADS_000000_6355.DEM.tar,S07,E030
DEM1_SAR_DGE_90_20190911T081244_20190911T081245_ADS_000000_3527.DEM.tar,N38,E052
DEM1_SAR_DGE_90_20101223T111401_20140405T225836_ADS_000000_5694.DEM.tar,N17,E103
DEM1_SAR_DGE_90_20130604T081721_20140829T081855_ADS_000000_8439.DEM.tar,S74,W078
DEM1_SAR_DGE_90_20110329T010529_20121210T010018_ADS_000000_7705.DEM.tar,N30,W107
DEM1_SAR_DGE_90_20110407T101514_20140826T102755_ADS_000000_6744.DEM.tar,S14,W072
DEM1_SAR_DGE_90_20110203T005724_20120908T005734_ADS_000000_2414.DEM.tar,N59,W110
DEM1_SAR_DGE_90_20130504T220050_20140822T071017_ADS_000000_5008.DEM.tar,S80,W042
DEM1_SAR_DGE_90_20101215T010741_20130421T010931_ADS_000000_9161.DEM.tar,N71,W118
DEM1_SAR_DGE_90_20110313T085547_20140129T211508_ADS_000000_5222.DEM.tar,N49,E133
DEM1_SAR_DGE_90_20130604T033202_20140801T211238_ADS_000000_6467.DEM.tar,S75,W005
DEM1_SAR_DGE_90_20110209T101310_20130714T100700_ADS_000000_8493.DEM.tar,N46,E114
DEM1_SAR_DGE_90_20110425T183346_20140115T182930_ADS_000000_6047.DEM.tar,N17,W008
DEM1_SAR_DGE_90_20130430T195942_20140609T190120_ADS_000000_3775.DEM.tar,S85,E018
DEM1_SAR_DGE_90_20110201T153559_20140216T033156_ADS_000000_2295.DEM.tar,N27,E037
DEM1_SAR_DGE_90_20110513T202925_20130411T202115_ADS_000000_6363.DEM.tar,S09,E138
DEM1_SAR_DGE_90_20130522T103029_20140523T111413_ADS_000000_3128.DEM.tar,S90,E112
DEM1_SAR_DGE_90_20110512T182638_20140206T062437_ADS_000000_1931.DEM.tar,N25,W007
DEM1_SAR_DGE_90_20110328T210843_20130403T211102_ADS_000000_3867.DEM.tar,S33,E123
DEM1_SAR_DGE_90_20110125T111845_20141109T232819_ADS_000000_1553.DEM.tar,N35,E100
DEM1_SAR_DGE_90_20101214T185004_20130415T184302_ADS_000000_1381.DEM.tar,N77,W029
DEM1_SAR_DGE_90_20130502T175023_20140908T181040_ADS_000000_1751.DEM.tar,S83,E028
DEM1_SAR_DGE_90_20130502T095608_20140908T163142_ADS_000000_6615.DEM.tar,S78,E139
DEM1_SAR_DGE_90_20130510T170700_20140523T142355_ADS_000000_1964.DEM.tar,S88,E060
DEM1_SAR_DGE_90_20110209T101310_20130714T100700_ADS_000000_8546.DEM.tar,N47,E114
DEM1_SAR_DGE_90_20110114T165453_20120921T165522_ADS_000000_9931.DEM.tar,S45,W177
DEM1_SAR_DGE_90_20110226T021405_20140916T021659_ADS_000000_8801.DEM.tar,N61,W131
DEM1_SAR_DGE_90_20110720T173215_20140416T053232_ADS_000000_9271.DEM.tar,N27,E005
DEM1_SAR_DGE_90_20110105T153645_20130329T153701_ADS_000000_6068.DEM.tar,N59,E030
DEM1_SAR_DGE_90_20110204T003919_20130417T004050_ADS_000000_2016.DEM.tar,N61,W107
DEM1_SAR_DGE_90_20110426T093548_20130707T093806_ADS_000000_7051.DEM.tar,S19,W061
DEM1_SAR_DGE_90_20110301T095918_20140908T100130_ADS_000000_9139.DEM.tar,S44,W073
DEM1_SAR_DGE_90_20130523T225205_20140522T002729_ADS_000000_8176.DEM.tar,S90,W073
DEM1_SAR_DGE_90_20130509T110549_20140726T180605_ADS_000000_5967.DEM.tar,S78,E121
DEM1_SAR_DGE_90_20110210T175427_20130110T064214_ADS_000000_2133.DEM.tar,N58,W004
DEM1_SAR_DGE_90_20110412T084914_20140305T213724_ADS_000000_8993.DEM.tar,S15,W049
DEM1_SAR_DGE_90_20130502T175023_20140908T181040_ADS_000000_3299.DEM.tar,S84,E039
DEM1_SAR_DGE_90_20110109T111442_20141103T233312_ADS_000000_3960.DEM.tar,N49,E098
DEM1_SAR_DGE_90_20110901T082854_20140814T083024_ADS_000000_6460.DEM.tar,N43,E140
